customer_id,email,first_name,last_name,age,gender,annual_income,marital_status,education,location_type,city,state,country,signup_date,last_login,preferred_channel,is_active
17,mccarthydavid@example.net,Andre,Rodriguez,44,M,33268,Widowed,Master,Suburban,Lake Benjaminfurt,South Dakota,USA,2024-09-11,2024-10-01,Email,True
18,staffordrobert@example.net,Michael,Thomas,57,M,28374,Single,Bachelor,Rural,North Emily,New Hampshire,USA,2024-01-25,2024-02-07,Web,True
19,anna93@example.com,Sarah,Joyce,48,M,15000,Divorced,PhD,Suburban,Jamesview,New Hampshire,USA,2023-04-17,2023-04-17,Web,True
20,meyermark@example.org,Matthew,Ferguson,25,M,70905,Single,Some College,Rural,Rhondabury,Louisiana,USA,2024-07-08,2024-07-08,Mobile App,True
21,sayers@example.net,Bernard,Rubio,56,Other,70141,Single,Some College,Suburban,Stephensside,Virginia,USA,2023-07-26,2023-07-28,Email,True
22,alexis58@example.org,Shane,Blackwell,43,F,55966,Single,High School,Suburban,East Thomasburgh,South Dakota,USA,2024-07-31,2024-08-02,Mobile App,False
23,ibrewer@example.net,Jordan,Ryan,22,F,43404,Widowed,PhD,Urban,North Joshuafort,New Mexico,USA,2024-01-01,2024-01-11,Mobile App,True
24,ichang@example.com,Joel,Carter,38,Other,96713,Single,Bachelor,Suburban,New Jamiemouth,Minnesota,USA,2023-05-13,2023-06-10,Email,True
25,kathyblack@example.org,Anne,Browning,50,M,15000,Single,PhD,Suburban,East Danielleton,Wisconsin,USA,2024-05-29,2024-06-13,Email,True
26,deborah00@example.com,Robert,Martin,49,F,53447,Married,Some College,Rural,Cohenton,Alabama,USA,2023-02-08,2023-02-22,Web,True
27,martinezkaren@example.net,Daniel,Powers,34,Other,83350,Married,Some College,Rural,West Linda,Virginia,USA,2023-04-06,2023-04-26,Web,True
28,martinbarbara@example.com,Kevin,Holmes,60,Other,92938,Divorced,Master,Urban,Millerberg,Texas,USA,2023-06-14,2023-06-24,Mobile App,True
29,rblake@example.com,Marco,Martinez,32,M,55723,Widowed,Some College,Urban,Wilsonside,Minnesota,USA,2024-03-17,2024-04-05,Email,False
30,kristin26@example.net,Jill,Tate,49,Other,94266,Widowed,High School,Urban,Michaeltown,New Hampshire,USA,2023-06-06,2023-06-10,Mobile App,True
31,pricedebra@example.org,Randy,Poole,37,F,59430,Single,Master,Suburban,Lake Roger,Indiana,USA,2023-03-31,2023-04-05,Mobile App,True
32,barajasbarbara@example.org,Susan,Wiggins,28,Other,29113,Divorced,Bachelor,Urban,Whitneyfurt,Arizona,USA,2023-10-14,2023-10-16,Web,True
33,davidwong@example.org,Wayne,Walker,57,F,105687,Widowed,Bachelor,Suburban,Lowefort,New Mexico,USA,2024-04-16,2024-05-06,Web,True
34,awhite@example.net,Frank,Bennett,43,F,95105,Single,Bachelor,Suburban,North Jasminmouth,Ohio,USA,2024-08-05,2024-08-17,Mobile App,True
35,allison81@example.net,Michael,Newton,50,M,45646,Widowed,Bachelor,Rural,South Joshuastad,Maryland,USA,2024-11-27,2024-12-24,Email,True
36,joseph29@example.com,Jacob,Smith,50,M,111141,Widowed,PhD,Suburban,Michelestad,Montana,USA,2024-01-18,2024-01-26,Email,False
37,elewis@example.net,Pamela,Kelly,44,M,111939,Married,PhD,Urban,Kennethfort,Virginia,USA,2024-10-21,2024-10-25,Web,True
38,jeffreygregory@example.net,Brenda,Daniel,18,Other,89657,Widowed,High School,Urban,Brownberg,California,USA,2023-06-12,2023-06-24,Mobile App,True
39,samantha83@example.org,Brianna,Guerrero,46,F,56029,Widowed,PhD,Suburban,Thompsonstad,Oklahoma,USA,2023-12-24,2023-12-27,Web,True
40,dmaxwell@example.org,Destiny,Bell,46,F,15000,Widowed,Some College,Suburban,Port Candice,North Dakota,USA,2023-04-21,2023-05-01,Web,True
41,monica37@example.com,Justin,Bush,41,F,75713,Married,Master,Urban,New Williamborough,Nebraska,USA,2024-09-10,2024-09-18,Mobile App,False
42,fclark@example.com,Shawn,Franklin,67,F,49451,Married,Some College,Suburban,Obrienfort,Illinois,USA,2023-06-09,2023-06-27,Web,True
43,chelsea27@example.net,Timothy,Barr,32,M,49947,Divorced,Master,Suburban,Allisonchester,Louisiana,USA,2024-01-25,2024-01-31,Web,True
44,tayloralicia@example.org,Eugene,Austin,58,Other,74862,Widowed,Bachelor,Suburban,Reynoldsville,Vermont,USA,2023-01-24,2023-02-13,Web,False
45,diazlaura@example.org,Caleb,Johnson,37,F,80398,Widowed,High School,Suburban,Port Amyland,Hawaii,USA,2023-03-12,2023-04-08,Email,True
46,collinspaula@example.net,Martin,Jordan,46,Other,94059,Married,Bachelor,Urban,Donnaburgh,Idaho,USA,2024-03-05,2024-03-31,Web,False
47,danielbarnes@example.com,Kyle,Lopez,34,F,55170,Divorced,Some College,Urban,East Nancyside,Iowa,USA,2024-03-14,2024-03-25,Mobile App,True
48,reginahess@example.org,Ross,Wagner,39,Other,21094,Married,Master,Suburban,Port Stephenborough,Maine,USA,2024-07-02,2024-07-31,Email,True
49,garcianathan@example.org,Robert,Wood,49,Other,72831,Married,High School,Rural,Lake Stephen,Iowa,USA,2023-01-11,2023-02-01,Email,True
50,kevin89@example.com,Tyler,Martinez,45,Other,57962,Divorced,High School,Urban,Tonyborough,Minnesota,USA,2023-11-28,2023-12-26,Mobile App,True
51,iroth@example.net,Peter,Martinez,23,F,52380,Single,Master,Suburban,East Johnnytown,New Hampshire,USA,2024-05-26,2024-06-11,Email,False
52,brittany46@example.com,Kenneth,Ibarra,39,M,40931,Widowed,PhD,Urban,New Kellyview,Montana,USA,2024-04-06,2024-04-07,Web,True
53,janicepollard@example.net,John,Marshall,42,F,77121,Married,PhD,Suburban,Josephburgh,Oregon,USA,2023-07-12,2023-07-18,Mobile App,True
54,wilsonsean@example.net,Julia,Richards,73,Other,70237,Single,Bachelor,Suburban,Shawnton,Iowa,USA,2023-07-15,2023-07-15,Mobile App,True
55,gparks@example.net,Riley,Kirk,48,M,62766,Widowed,Master,Suburban,New Isabel,Rhode Island,USA,2024-05-29,2024-06-11,Mobile App,True
56,michelle61@example.com,Lisa,Kirby,18,F,64204,Divorced,High School,Urban,Haroldburgh,Alaska,USA,2024-07-09,2024-07-23,Mobile App,True
57,stevenhensley@example.net,Paul,Johnson,45,Other,138897,Married,PhD,Suburban,North Bonnie,North Carolina,USA,2024-07-20,2024-08-01,Mobile App,True
58,cmoore@example.org,Samantha,Lewis,42,Other,74046,Widowed,Bachelor,Rural,Stephensside,Mississippi,USA,2024-12-06,2024-12-25,Web,True
59,pottsolivia@example.net,Ryan,Orozco,44,M,29939,Single,PhD,Suburban,Markberg,Florida,USA,2023-04-17,2023-04-20,Mobile App,True
60,scott04@example.com,Shannon,Moran,62,Other,87557,Single,Master,Rural,Lindseystad,Montana,USA,2024-09-30,2024-10-18,Web,True
61,dhanson@example.com,Madison,Johnson,56,M,37718,Married,Master,Rural,East Brendaberg,Nebraska,USA,2024-03-06,2024-03-18,Web,True
62,bhines@example.org,Jared,Johnson,66,M,22944,Divorced,Master,Suburban,Mccoyview,North Dakota,USA,2024-04-25,2024-05-24,Email,True
63,nicoleroberts@example.net,Kenneth,Kelly,53,M,130713,Divorced,Some College,Rural,Port Adam,Texas,USA,2024-02-10,2024-02-19,Mobile App,True
64,tiffanytaylor@example.net,Robert,Padilla,30,F,48011,Widowed,Some College,Urban,Jeromebury,Nebraska,USA,2023-09-28,2023-10-26,Mobile App,False
65,icraig@example.org,Nancy,Long,46,M,49895,Divorced,PhD,Rural,Danielville,Nevada,USA,2023-01-27,2023-02-15,Mobile App,True
66,lboyer@example.com,Carol,Burgess,21,F,67056,Married,PhD,Suburban,North Wesley,Illinois,USA,2024-08-08,2024-08-14,Email,True
67,joshuawinters@example.com,Stephanie,Boyd,29,Other,79207,Widowed,Some College,Rural,South Melissashire,Arizona,USA,2023-02-22,2023-03-06,Email,True
68,eramirez@example.net,Becky,Wallace,31,Other,111498,Married,Master,Urban,North Eddie,Ohio,USA,2023-11-22,2023-11-25,Email,True
69,monicawashington@example.org,Kimberly,Cunningham,33,M,55338,Widowed,Bachelor,Rural,Joshuaberg,Illinois,USA,2024-05-31,2024-06-05,Mobile App,True
70,mgomez@example.net,Jasmine,Washington,57,M,28074,Widowed,High School,Rural,South Alex,Texas,USA,2023-04-06,2023-04-30,Email,True
71,marymoore@example.org,Kristi,Brooks,48,Other,104214,Single,PhD,Suburban,Saunderstown,Massachusetts,USA,2024-09-24,2024-09-24,Email,True
72,hubbardtracy@example.org,Jon,Williams,20,Other,70539,Divorced,Some College,Urban,North Joel,Iowa,USA,2024-04-09,2024-04-29,Web,True
73,payneheidi@example.org,Eric,Haas,48,M,88454,Widowed,Bachelor,Rural,Piercechester,Iowa,USA,2024-07-02,2024-07-03,Mobile App,False
74,powellbryan@example.net,Keith,Hanna,26,Other,25386,Single,PhD,Urban,South Louisside,Wyoming,USA,2023-05-28,2023-05-31,Mobile App,True
75,ericmedina@example.net,Richard,Schultz,52,M,73909,Married,Bachelor,Suburban,West Angel,Florida,USA,2023-05-06,2023-06-03,Web,False
76,annemorris@example.org,Mary,Mcguire,48,F,75393,Married,Master,Urban,West Gloriatown,Nebraska,USA,2024-05-21,2024-06-05,Web,True
77,danielsanders@example.org,Jessica,Ortiz,34,Other,71967,Single,Some College,Rural,West Tyroneton,Michigan,USA,2024-05-13,2024-05-26,Mobile App,True
78,ncarter@example.net,Spencer,Pearson,49,F,43569,Married,Some College,Suburban,Port Christinashire,New Mexico,USA,2024-10-10,2024-10-10,Web,True
79,lawrencemaria@example.net,Erin,Elliott,72,Other,79214,Single,High School,Suburban,Danielbury,North Carolina,USA,2024-10-08,2024-10-19,Mobile App,True
80,dbowen@example.org,Rebecca,Odom,27,Other,84696,Single,Some College,Rural,Michellefurt,California,USA,2024-09-06,2024-09-29,Mobile App,True
81,adkinsrachael@example.com,Angela,Bishop,30,Other,88612,Single,PhD,Urban,West Russellport,Iowa,USA,2023-07-17,2023-08-02,Email,True
82,andrewbooker@example.com,Amanda,Collins,62,F,40379,Single,Some College,Urban,Port Jacobmouth,Arizona,USA,2023-08-10,2023-08-20,Web,True
83,smithdouglas@example.com,Elizabeth,Lewis,59,M,77383,Divorced,Bachelor,Suburban,South Anthonyland,Alaska,USA,2024-12-09,2024-12-15,Web,True
84,oallen@example.org,Joseph,Navarro,57,Other,121903,Divorced,Master,Rural,New Keith,New York,USA,2024-07-18,2024-08-12,Mobile App,True
85,rossnancy@example.net,Aaron,Clark,41,M,42387,Divorced,Some College,Urban,East Michelleville,Alabama,USA,2024-02-14,2024-03-06,Email,True
86,qblanchard@example.net,Austin,Anderson,31,M,40525,Divorced,Some College,Urban,North Sarah,Tennessee,USA,2024-02-07,2024-03-08,Email,True
87,madisonsmith@example.net,Tanya,Stone,43,F,75234,Divorced,Bachelor,Rural,Adriennechester,Massachusetts,USA,2024-04-01,2024-04-04,Email,True
88,qgallagher@example.net,David,May,49,Other,89815,Divorced,Bachelor,Rural,Bentleyside,Alabama,USA,2023-07-24,2023-08-19,Web,True
89,hughesshawn@example.net,Roger,Johnson,45,Other,108606,Divorced,PhD,Suburban,Victoriaton,Tennessee,USA,2023-02-04,2023-02-13,Email,True
90,gmooney@example.org,John,Clark,41,Other,146605,Divorced,Master,Urban,Port Kendraport,Oklahoma,USA,2024-10-22,2024-10-25,Web,True
91,mrobinson@example.net,Christopher,Schmidt,54,M,39285,Divorced,Some College,Urban,West Stephanie,New York,USA,2024-03-15,2024-03-21,Email,True
92,rosedebra@example.org,Kelly,Gonzales,28,F,79474,Single,High School,Suburban,Bellview,New Mexico,USA,2023-05-29,2023-06-20,Web,True
93,blankenshipdavid@example.net,Scott,Pugh,41,F,86420,Divorced,Some College,Rural,Lake Joshua,Pennsylvania,USA,2023-08-07,2023-08-09,Mobile App,True
94,cindychavez@example.com,Alyssa,Clarke,52,Other,62815,Married,High School,Rural,Ronnietown,Maryland,USA,2023-08-06,2023-08-14,Email,True
95,umyers@example.net,Caleb,Rose,32,M,19554,Widowed,Master,Suburban,South Nicholas,Ohio,USA,2024-11-18,2024-12-14,Mobile App,True
96,jerrywilkerson@example.org,Christine,Parks,38,F,90691,Widowed,High School,Suburban,South Chadhaven,Utah,USA,2023-02-20,2023-03-05,Web,True
97,zmiller@example.net,Austin,Mullen,48,Other,27627,Divorced,PhD,Suburban,Howellchester,North Carolina,USA,2023-06-25,2023-07-02,Email,False
98,michael03@example.com,Sarah,Price,47,Other,76559,Single,Master,Suburban,Stevensonton,Nebraska,USA,2023-01-19,2023-01-23,Mobile App,False
99,zcosta@example.com,Daniel,Bonilla,31,Other,69611,Single,Bachelor,Rural,West Anthonymouth,Florida,USA,2024-06-30,2024-06-30,Web,True
100,penningtonpeter@example.org,Walter,Carlson,45,Other,30710,Divorced,Bachelor,Suburban,Pruitttown,Missouri,USA,2024-03-01,2024-03-25,Mobile App,True
101,jessicacoffey@example.org,Ricky,Williams,50,F,81823,Widowed,PhD,Urban,New Bryan,Mississippi,USA,2024-07-23,2024-08-04,Mobile App,True
102,zmatthews@example.org,Patricia,Smith,61,F,96614,Single,Bachelor,Rural,West Nathan,Alabama,USA,2024-04-10,2024-04-13,Web,True
103,smitchell@example.org,Daniel,White,24,M,36865,Single,Bachelor,Rural,Adamschester,Oregon,USA,2023-01-11,2023-02-03,Mobile App,True
104,joshuamcbride@example.net,Faith,Martin,52,M,80413,Divorced,PhD,Urban,Pedroview,Washington,USA,2023-04-01,2023-04-30,Email,True
105,waremelanie@example.net,Herbert,Hawkins,52,M,180581,Single,High School,Suburban,Oliviamouth,Washington,USA,2023-09-23,2023-09-25,Mobile App,True
106,irobbins@example.com,Guy,Mayer,53,F,99066,Divorced,Some College,Urban,Michellefort,California,USA,2024-09-19,2024-10-07,Mobile App,True
107,rpierce@example.com,Courtney,Butler,59,M,84541,Widowed,Master,Rural,Lake Brian,Kansas,USA,2023-11-23,2023-11-26,Email,True
108,michael60@example.net,Joshua,Tapia,40,F,87769,Widowed,Bachelor,Suburban,Delgadoberg,Hawaii,USA,2024-08-14,2024-09-07,Email,True
109,allison00@example.com,Samuel,Chapman,33,F,57895,Divorced,High School,Suburban,West Sheenamouth,Ohio,USA,2023-04-05,2023-04-22,Web,True
110,ydavis@example.org,William,Bailey,37,Other,67456,Single,High School,Suburban,Daltonbury,Indiana,USA,2023-07-30,2023-07-31,Web,False
111,curtis21@example.org,Brett,Hill,79,F,15000,Widowed,Some College,Suburban,West Hannahville,Texas,USA,2023-08-10,2023-08-13,Mobile App,True
112,nicolemeza@example.com,Justin,Johnson,55,Other,16618,Divorced,Bachelor,Rural,West Kelseyville,California,USA,2024-08-27,2024-09-10,Email,True
113,paigerosales@example.net,Cindy,Fowler,37,M,97668,Married,Some College,Suburban,Port Catherine,Mississippi,USA,2024-05-31,2024-06-12,Mobile App,True
114,johncontreras@example.org,Robert,Richards,45,M,32667,Widowed,Some College,Urban,Gonzalesbury,Rhode Island,USA,2024-06-09,2024-06-17,Mobile App,True
115,gabrielpeterson@example.org,Linda,Brown,34,Other,85387,Single,Some College,Suburban,Sarahland,Alabama,USA,2023-11-11,2023-12-09,Web,True
116,mccartypeggy@example.net,Hector,George,34,M,71493,Widowed,Some College,Suburban,Michellehaven,South Dakota,USA,2023-09-04,2023-09-04,Mobile App,True
117,nancywiggins@example.com,Joshua,Alexander,45,F,45451,Divorced,High School,Rural,Port Ronaldbury,Indiana,USA,2024-04-08,2024-04-10,Mobile App,True
118,james22@example.org,Thomas,Johnson,77,F,84017,Widowed,PhD,Suburban,Tapiafurt,Kansas,USA,2023-06-04,2023-06-05,Mobile App,True
119,roserebecca@example.com,Nicole,Gray,18,M,70593,Widowed,Master,Urban,Emilyberg,Colorado,USA,2023-04-11,2023-04-20,Web,True
120,powellpatricia@example.net,Sarah,Schmitt,35,F,90573,Widowed,PhD,Suburban,East Dana,North Carolina,USA,2024-08-31,2024-09-03,Email,False
121,laurierangel@example.net,Tiffany,Alvarez,33,M,61557,Married,High School,Urban,Port Charleshaven,New Hampshire,USA,2023-09-12,2023-10-10,Web,True
122,gabriela13@example.net,Shelley,Stewart,52,M,90972,Single,Bachelor,Urban,Wilsonborough,Arkansas,USA,2023-09-02,2023-09-30,Email,True
123,keithjefferson@example.net,Kenneth,Horton,26,F,54964,Widowed,High School,Urban,North Aaron,Illinois,USA,2024-02-19,2024-03-13,Email,True
124,robertpratt@example.com,Alyssa,Jackson,37,M,45400,Married,Bachelor,Rural,South Bryan,Illinois,USA,2023-07-30,2023-08-08,Email,True
125,reneeanderson@example.net,Patrick,Castro,71,M,77149,Married,PhD,Rural,Jameschester,Hawaii,USA,2023-01-04,2023-01-23,Mobile App,True
126,thomascampbell@example.net,Lori,Richards,26,M,92535,Married,Bachelor,Rural,Morganmouth,Georgia,USA,2024-12-05,2024-12-07,Web,True
127,browncourtney@example.org,Savannah,Lopez,76,M,95973,Single,Master,Suburban,New Jose,Maryland,USA,2024-04-11,2024-04-21,Web,True
128,mirandashawn@example.org,John,Wagner,22,M,50472,Married,High School,Rural,Sandramouth,Missouri,USA,2023-09-28,2023-10-09,Mobile App,True
129,ajones@example.com,Nathaniel,Blevins,64,M,43769,Widowed,High School,Urban,West Cherylside,West Virginia,USA,2024-05-15,2024-06-10,Web,True
130,jamesmoore@example.net,Brian,Barber,51,M,88239,Married,Some College,Urban,South Heatherport,Delaware,USA,2023-10-25,2023-10-28,Mobile App,True
131,richard31@example.com,Michael,Jones,31,F,63214,Widowed,Bachelor,Rural,Taraville,North Carolina,USA,2023-12-10,2023-12-18,Email,True
132,michellepennington@example.com,Willie,Franklin,18,F,34268,Single,Bachelor,Suburban,West Catherineton,North Dakota,USA,2024-01-09,2024-01-31,Mobile App,True
133,larry40@example.org,Tracy,Montgomery,41,Other,27566,Widowed,High School,Suburban,Port Erika,Wyoming,USA,2024-11-10,2024-12-01,Email,True
134,wrightmelissa@example.com,Wayne,Lawrence,69,M,22095,Widowed,Some College,Rural,Rebeccaside,Louisiana,USA,2023-01-22,2023-01-26,Mobile App,True
135,austinmichael@example.org,Mitchell,Edwards,38,Other,68922,Widowed,Bachelor,Urban,Brittneyview,Wisconsin,USA,2023-09-08,2023-10-01,Web,True
136,danielthomas@example.org,Denise,Evans,66,Other,21924,Single,Bachelor,Rural,North Lesliestad,Texas,USA,2024-01-22,2024-02-12,Email,True
137,robert35@example.org,Justin,Garcia,62,Other,65306,Married,Bachelor,Rural,Isaiahmouth,Massachusetts,USA,2024-04-05,2024-04-16,Mobile App,True
138,jfuller@example.net,Jonathan,Wright,30,F,78863,Divorced,Some College,Urban,Zacharyhaven,Iowa,USA,2024-03-03,2024-03-21,Email,True
139,otran@example.org,Kelly,Wells,47,M,46993,Widowed,Master,Rural,Juarezchester,Idaho,USA,2024-09-19,2024-10-19,Mobile App,True
140,michaelrobertson@example.org,Cindy,Le,46,F,53440,Married,Master,Rural,North Nicholasside,Iowa,USA,2023-01-09,2023-01-13,Email,True
141,denise85@example.org,Christopher,Wong,46,Other,84863,Married,Bachelor,Suburban,Lake Joshuashire,Nevada,USA,2024-09-30,2024-10-09,Web,True
142,moorejessica@example.com,Brent,English,68,F,27865,Single,Some College,Suburban,North Robertside,Rhode Island,USA,2023-01-16,2023-02-11,Email,True
143,wesley01@example.net,Jennifer,Terry,76,F,15000,Single,Master,Suburban,Warehaven,Oregon,USA,2024-05-15,2024-06-05,Web,False
144,soneill@example.net,Kathleen,Williams,42,F,82649,Divorced,PhD,Rural,Jessicaton,Florida,USA,2023-05-22,2023-06-21,Email,True
145,benjamin26@example.com,Lorraine,Harper,49,Other,46319,Divorced,Some College,Rural,Port Andrewfurt,Kentucky,USA,2023-03-30,2023-04-05,Mobile App,True
146,karenkrueger@example.org,Margaret,Flores,41,F,50209,Married,High School,Suburban,Thomasfort,Arizona,USA,2023-03-24,2023-04-22,Mobile App,True
147,reynoldsdawn@example.net,Shane,Lopez,36,Other,90488,Widowed,Master,Suburban,West Philipville,Iowa,USA,2024-11-25,2024-12-25,Web,True
148,joshuawebb@example.com,Logan,Davis,50,Other,44212,Divorced,Some College,Rural,Heatherhaven,Nevada,USA,2023-11-06,2023-11-19,Email,True
149,whill@example.net,Carlos,Brown,58,M,74218,Married,Bachelor,Urban,Cynthiaton,Minnesota,USA,2024-08-15,2024-08-28,Email,True
150,thompsonsean@example.org,Jay,Johnson,57,M,83888,Divorced,PhD,Rural,New Nicole,Georgia,USA,2023-11-09,2023-11-23,Email,True
151,warrenjorge@example.org,Deborah,Johnson,32,M,48194,Married,PhD,Suburban,Garychester,Mississippi,USA,2024-03-23,2024-04-14,Mobile App,True
152,sosajeffrey@example.net,Emily,Wright,56,Other,83311,Divorced,Master,Suburban,West Stephanieview,Florida,USA,2024-12-02,2024-12-15,Mobile App,True
153,lisamcgee@example.org,Danny,Hill,44,F,68519,Single,PhD,Urban,Henryview,Maine,USA,2024-02-25,2024-03-26,Mobile App,False
154,rhess@example.com,Dana,Williams,64,Other,47252,Divorced,Some College,Rural,Port Anthony,Montana,USA,2023-05-24,2023-06-09,Mobile App,True
155,hrobles@example.com,Danielle,Clark,53,Other,58934,Divorced,High School,Suburban,Port Johnland,Oklahoma,USA,2024-07-10,2024-07-14,Mobile App,True
156,cohensamantha@example.org,Dana,Montes,41,Other,97963,Widowed,High School,Urban,Port Andrewshire,Tennessee,USA,2024-04-18,2024-04-19,Mobile App,True
157,woodsara@example.net,Michael,Flores,57,M,89405,Divorced,PhD,Urban,Trevorshire,Rhode Island,USA,2024-10-27,2024-11-22,Mobile App,True
158,ydiaz@example.net,Duane,Lee,64,F,65630,Single,High School,Rural,Lake Saraville,Texas,USA,2024-12-08,2024-12-26,Email,True
159,jillvalentine@example.org,Jennifer,Stone,55,Other,55691,Married,PhD,Urban,Josephshire,Indiana,USA,2023-02-24,2023-03-13,Email,True
160,jwilliams@example.org,Michael,Thompson,49,M,61095,Married,Bachelor,Rural,Walkerchester,Washington,USA,2023-05-20,2023-05-29,Email,True
161,sanchezjennifer@example.com,Rodney,Allen,46,F,82854,Married,High School,Urban,Lake Gailmouth,Kansas,USA,2023-01-07,2023-01-07,Web,True
162,rcarpenter@example.org,Alyssa,Mcmillan,32,Other,127771,Single,Some College,Urban,Port Johnnyview,Maryland,USA,2023-05-04,2023-05-07,Mobile App,False
163,charles54@example.org,Charles,Johnson,29,F,28574,Widowed,High School,Urban,Julieside,Nevada,USA,2024-06-01,2024-06-10,Mobile App,True
164,lunasamantha@example.org,Brittany,Preston,62,M,88749,Divorced,PhD,Rural,Matthewfort,Illinois,USA,2023-07-08,2023-07-22,Email,True
165,michelle71@example.org,Alexander,Lopez,54,M,83850,Single,Some College,Urban,Ruizside,Pennsylvania,USA,2024-03-18,2024-04-13,Email,True
166,thompsondawn@example.org,Dominic,Rhodes,44,Other,38082,Married,Master,Suburban,Port Ian,Indiana,USA,2023-06-24,2023-07-03,Mobile App,True
167,katrinaholt@example.org,Thomas,Estrada,46,F,44685,Divorced,Bachelor,Suburban,West Sandra,Minnesota,USA,2024-08-25,2024-09-06,Email,True
168,eatonjennifer@example.org,Tyler,Montoya,59,F,60588,Widowed,Some College,Urban,Port Elizabeth,Rhode Island,USA,2024-04-20,2024-04-29,Mobile App,True
169,vcontreras@example.net,Dennis,Johnston,32,M,55358,Divorced,High School,Rural,Granttown,Wisconsin,USA,2024-02-03,2024-02-23,Email,True
170,patrick96@example.org,Lori,Holmes,51,F,48088,Married,Master,Rural,Claymouth,Arkansas,USA,2023-02-13,2023-02-27,Mobile App,False
171,cgill@example.com,Becky,Harris,32,F,72310,Married,Bachelor,Rural,Rachelview,Maine,USA,2023-06-12,2023-06-28,Mobile App,True
172,maria66@example.com,Cindy,Carson,48,Other,49791,Married,Bachelor,Rural,Coreyland,Rhode Island,USA,2023-06-28,2023-07-21,Email,True
173,hudsonlorraine@example.net,Joan,Johnson,37,F,71961,Divorced,Master,Urban,East Stuart,California,USA,2023-05-24,2023-06-22,Email,True
174,bcastillo@example.org,Mary,Melton,23,Other,22776,Married,PhD,Rural,South Michaeltown,Idaho,USA,2024-04-28,2024-05-27,Email,True
175,tricia34@example.net,Michael,Davis,34,F,58596,Married,Bachelor,Rural,New Jason,Ohio,USA,2024-06-22,2024-07-22,Email,True
176,sweeneykenneth@example.com,Andrea,Olsen,49,F,109260,Single,High School,Urban,North Isaac,Maryland,USA,2024-09-24,2024-10-21,Email,True
177,williamwhite@example.com,Gregory,Hall,57,Other,60201,Single,Master,Rural,North Edward,Ohio,USA,2023-04-09,2023-04-24,Mobile App,True
178,ejones@example.com,Kyle,Norris,44,M,34924,Married,Master,Suburban,New Anthonyside,Florida,USA,2023-08-31,2023-09-29,Web,False
179,gbutler@example.net,Gregory,Riley,44,M,56340,Single,High School,Suburban,New Michael,Colorado,USA,2023-09-14,2023-10-08,Mobile App,True
180,jennifer91@example.com,Matthew,Carlson,49,M,40183,Divorced,High School,Rural,Port Deborah,Maryland,USA,2023-01-31,2023-02-14,Mobile App,True
181,kpalmer@example.com,Patricia,Williams,52,Other,110982,Married,Some College,Suburban,Brewerborough,Minnesota,USA,2024-10-14,2024-10-29,Mobile App,True
