order_id,customer_id,order_date,status,total_amount,shipping_cost,payment_method,shipping_address,billing_address,created_at,updated_at
19,4,2024-01-29,Delivered,4445.85,11.04,Debit Card,18715 Jimmy Knolls Suite 528,3839 Hicks Meadow,2024-01-29,2024-02-03
20,4,2024-10-16,Delivered,2575.6,16.5,Debit Card,85614 Bauer Summit Suite 560,36475 Sutton Ports,2024-10-16,2024-10-18
21,4,2024-11-22,Delivered,2474.13,6.34,Debit Card,71853 Davis Drive Apt. 420,24452 Gibson Vista Suite 738,2024-11-22,2024-11-25
22,4,2024-04-23,Delivered,1248.92,7.2,PayPal,8053 Rogers Estates Suite 496,99058 Rowland Passage Suite 042,2024-04-23,2024-04-23
23,4,2025-01-06,Delivered,2784.45,18.31,Credit Card,04465 Murphy Haven,4113 Bennett Field Suite 317,2025-01-06,2025-01-07
24,4,2023-12-01,Delivered,1433.36,7.77,PayPal,60569 Scott Meadows Apt. 481,3730 Tracy Locks,2023-12-01,2023-12-05
25,4,2023-10-08,Delivered,274.89,11.12,Debit Card,8872 Katrina Divide Suite 338,386 Alvarado Harbors Suite 839,2023-10-08,2023-10-11
26,4,2024-01-18,Delivered,260.13,10.97,PayPal,394 Wise Field Suite 151,5669 Sanchez Mountain,2024-01-18,2024-01-21
27,5,2023-02-18,Delivered,1908.97,14.63,Credit Card,1478 Williams Gardens,5145 Walker Mountain,2023-02-18,2023-02-20
28,5,2024-08-15,Delivered,2081.17,19.15,Credit Card,424 Erin Fall Apt. 117,01582 Carter Walks,2024-08-15,2024-08-19
29,6,2024-01-03,Delivered,7065.54,9.89,Debit Card,09716 Brett Fall,14667 Danielle Stream,2024-01-03,2024-01-04
30,6,2024-12-17,Delivered,1641.13,16.36,PayPal,526 Hayes Village,839 Victor Pike Apt. 866,2024-12-17,2024-12-22
31,6,2023-09-20,Delivered,3899.08,19.72,PayPal,9972 Patricia Lakes,5316 Hoffman Brook,2023-09-20,2023-09-20
32,6,2024-12-05,Delivered,1123.31,17.07,PayPal,687 Danielle Extension Apt. 289,596 Barker Prairie,2024-12-05,2024-12-09
33,6,2023-10-20,Delivered,1796.03,11.51,Debit Card,436 Baird Circle Apt. 375,2090 Baker Avenue Apt. 604,2023-10-20,2023-10-23
34,7,2024-09-08,Delivered,2454.99,10.17,Credit Card,532 David Overpass Apt. 664,853 Carr Manor Suite 190,2024-09-08,2024-09-08
35,8,2024-08-24,Delivered,3986.93,12.23,Debit Card,1203 David Meadow,265 Clark Prairie,2024-08-24,2024-08-25
36,8,2023-08-09,Delivered,2437.77,17.11,Credit Card,745 Torres Turnpike,19977 Turner Ports Suite 457,2023-08-09,2023-08-11
37,8,2023-08-11,Delivered,1976.65,16.66,Credit Card,87121 David Ferry Apt. 783,4372 Donna Crescent,2023-08-11,2023-08-12
38,8,2024-09-19,Delivered,2721.89,16.94,PayPal,692 Mark Park,88867 Reed Turnpike Suite 381,2024-09-19,2024-09-24
39,9,2023-04-27,Delivered,3067.98,17.82,Credit Card,65879 Andrea Squares,580 Troy Corner Suite 096,2023-04-27,2023-05-02
40,9,2024-08-24,Delivered,1937.17,11.51,Credit Card,4032 Guerrero Light Suite 199,36665 Anderson Drive Suite 914,2024-08-24,2024-08-24
41,9,2023-07-14,Delivered,4130.18,17.51,Credit Card,874 Lewis Street,48084 Kirk Turnpike,2023-07-14,2023-07-18
42,9,2024-02-22,Delivered,3029.15,17.35,Debit Card,73944 Copeland Centers,8895 Cox Oval Apt. 872,2024-02-22,2024-02-22
43,9,2024-12-02,Delivered,44.23,14.72,PayPal,790 Smith Flat,1586 Smith Parkways Suite 136,2024-12-02,2024-12-07
44,11,2024-11-26,Delivered,1847.1,6.1,PayPal,45763 Jenkins Cliff Suite 781,944 Samantha Crest,2024-11-26,2024-11-29
45,11,2025-01-08,Delivered,1196.5,7.66,Credit Card,35463 Roy Groves Apt. 922,749 John Dam,2025-01-08,2025-01-12
46,12,2024-12-17,Delivered,2849.57,14.63,Credit Card,13052 Montoya Valleys,04326 David Throughway Apt. 630,2024-12-17,2024-12-22
47,12,2024-12-08,Delivered,1649.43,8.31,Credit Card,732 Alvarez Fall,61807 Trevor Wells Suite 696,2024-12-08,2024-12-11
48,12,2024-12-17,Delivered,406.29,11.64,Credit Card,1583 Hernandez Heights,0005 Susan Lane Apt. 737,2024-12-17,2024-12-22
49,13,2024-05-06,Delivered,4638.78,18.28,Debit Card,172 Burke Roads Apt. 534,69438 Brian Keys,2024-05-06,2024-05-07
50,13,2024-10-04,Delivered,4464.42,7.06,PayPal,99049 Jacqueline Lodge,0071 Kimberly Circle,2024-10-04,2024-10-09
51,13,2024-11-03,Delivered,8912.23,17.39,Credit Card,55673 French Highway Suite 414,5656 Robert Valley,2024-11-03,2024-11-05
52,13,2023-02-25,Delivered,4048.84,10.96,PayPal,22917 Thompson Squares Suite 049,7132 Paul Island,2023-02-25,2023-02-25
53,13,2023-08-20,Delivered,1317.95,7.98,Credit Card,70571 Collins Estates,4207 Jeff Green,2023-08-20,2023-08-21
54,14,2024-12-17,Delivered,2148.41,10.37,Credit Card,86288 Daugherty Terrace Suite 051,809 Lee Light Apt. 756,2024-12-17,2024-12-20
55,14,2024-12-31,Delivered,1759.55,18.91,Debit Card,162 Jenkins Haven,466 Dan Port,2024-12-31,2024-12-31
56,14,2024-12-02,Delivered,1658.41,14.04,Credit Card,28852 Harrell Ports,28602 Patrick Dam Apt. 452,2024-12-02,2024-12-05
57,14,2024-12-12,Delivered,2010.53,17.38,PayPal,12635 Wilson Mall Apt. 149,0178 Thomas Shoal,2024-12-12,2024-12-15
58,14,2024-12-31,Delivered,2767.44,13.6,Credit Card,775 Thompson Fort,0029 Gilbert Trail,2024-12-31,2025-01-01
59,14,2024-12-25,Delivered,4089.13,6.12,Debit Card,772 Schneider Alley Apt. 258,809 Kelly Pine,2024-12-25,2024-12-25
60,15,2023-11-29,Delivered,3678.28,17.97,PayPal,9918 Donna Cape Suite 724,24192 Kathryn Cape Apt. 045,2023-11-29,2023-12-03
61,16,2024-03-08,Delivered,403.08,19.6,PayPal,1885 Boone Rest Apt. 995,568 Koch Radial Apt. 792,2024-03-08,2024-03-10
62,16,2024-03-13,Delivered,3013.61,8.55,PayPal,34707 Carpenter Corners Suite 661,2452 Timothy Extensions,2024-03-13,2024-03-16
63,16,2024-11-14,Delivered,4869.54,6.62,Debit Card,3756 Karen Rapid Apt. 059,025 Erica Isle,2024-11-14,2024-11-18
64,16,2024-05-12,Delivered,1465.62,18.73,Debit Card,379 Taylor Valleys,726 Rodriguez Way Suite 840,2024-05-12,2024-05-12
65,16,2024-10-23,Delivered,5518.27,18.41,Credit Card,569 Jaime Square,69588 John Port,2024-10-23,2024-10-28
66,18,2024-05-03,Delivered,3373.76,8.92,Debit Card,675 Sarah Branch Suite 011,09679 Ball Vista,2024-05-03,2024-05-05
67,18,2024-10-02,Delivered,2508.58,16.77,Credit Card,17489 Medina Forges,680 Sheppard Branch,2024-10-02,2024-10-05
68,19,2023-12-10,Delivered,2332.95,18.12,Credit Card,17380 Olson Mission Suite 393,29952 Maxwell Station Apt. 318,2023-12-10,2023-12-14
69,19,2023-10-15,Delivered,1867.79,13.15,Credit Card,08883 Howell Stream,88896 Cristina Harbors,2023-10-15,2023-10-17
70,20,2024-09-04,Delivered,2281.82,13.59,Credit Card,2132 Stephens Common,655 Jason Valleys,2024-09-04,2024-09-07
71,20,2025-01-03,Delivered,4208.1,13.83,PayPal,598 Jeremy Overpass,834 Hanson Run Suite 787,2025-01-03,2025-01-06
72,20,2024-12-29,Delivered,2874.22,18.91,Credit Card,6858 Bell Inlet Suite 858,4299 Sullivan Roads,2024-12-29,2025-01-01
73,21,2024-12-15,Delivered,459.12,8.54,Debit Card,6532 Kristin Squares,07892 James Spurs,2024-12-15,2024-12-16
74,21,2023-08-10,Delivered,2151.6,10.48,Credit Card,24318 Humphrey Lakes,797 Jasmine Parks Suite 625,2023-08-10,2023-08-15
75,21,2024-01-17,Delivered,4017.07,7.71,Debit Card,19833 Ashley Mountains Apt. 302,635 Michael Ridges Suite 488,2024-01-17,2024-01-18
76,22,2024-08-22,Delivered,7178.44,19.88,Debit Card,05195 Walter Fork,3118 Todd Pass Suite 517,2024-08-22,2024-08-25
77,22,2024-08-26,Delivered,4287.5,15.3,Debit Card,7448 Harrison Meadow Apt. 103,2821 Barnett Mountains,2024-08-26,2024-08-26
78,22,2024-12-11,Delivered,54.58,14.77,Credit Card,19193 Rodriguez Drives,7583 Chase Hills,2024-12-11,2024-12-15
79,22,2024-09-04,Delivered,2917.39,9.91,Debit Card,63503 Teresa Cape Apt. 215,5558 Dawn Trail Apt. 388,2024-09-04,2024-09-04
80,22,2024-12-20,Delivered,2196.71,13.86,Credit Card,861 Cooper Forest,899 Kathy Cliff Apt. 528,2024-12-20,2024-12-23
81,23,2024-11-15,Delivered,463.37,14.13,Debit Card,37138 Wilson Corner,462 Ashley Ports,2024-11-15,2024-11-15
82,23,2024-03-22,Delivered,2048.49,6.9,Debit Card,6109 Anthony Fork,05026 Victoria Locks Suite 641,2024-03-22,2024-03-27
83,23,2025-01-08,Delivered,4691.81,8.45,Debit Card,451 Sharon Road Suite 602,67709 Stephens Burg Apt. 595,2025-01-08,2025-01-13
84,23,2024-05-08,Delivered,7321.03,12.61,Debit Card,337 Williams Dam,9945 Williams View Suite 612,2024-05-08,2024-05-12
85,23,2024-09-19,Delivered,2911.01,13.3,PayPal,13229 Stewart Viaduct,1017 Dana Plaza,2024-09-19,2024-09-22
86,24,2024-11-21,Delivered,969.34,12.61,Debit Card,05558 Pittman Green Suite 515,8549 Dunn Ridges Suite 127,2024-11-21,2024-11-24
87,24,2023-08-14,Delivered,405.45,10.35,Credit Card,9285 Thompson Cape Suite 705,798 Smith Mall Suite 265,2023-08-14,2023-08-18
88,24,2024-06-27,Delivered,1311.75,11.71,Credit Card,985 Michael Centers,04451 Bailey Green,2024-06-27,2024-07-01
89,24,2023-11-20,Delivered,2389.98,5.39,PayPal,2272 Colton Rest Suite 268,890 Anthony Ways Suite 490,2023-11-20,2023-11-23
90,24,2023-07-31,Delivered,3900.41,19.45,PayPal,3307 Salinas Walks,28971 Felicia Common,2023-07-31,2023-08-03
91,24,2024-11-07,Delivered,1721.05,12.39,Debit Card,091 Vasquez Garden,2270 Tyler Flats Apt. 799,2024-11-07,2024-11-10
92,24,2024-10-11,Delivered,713.5,12.46,PayPal,106 Patrick Locks Suite 376,66119 Theodore Vista Suite 382,2024-10-11,2024-10-15
93,24,2024-12-23,Delivered,3192.56,7.94,PayPal,9298 Jeffrey Flat Apt. 022,0428 Cruz Island Apt. 517,2024-12-23,2024-12-28
94,25,2024-10-10,Delivered,4664.91,5.01,Debit Card,62410 Patricia Mills,4038 Charles Extensions Apt. 204,2024-10-10,2024-10-11
95,25,2024-08-31,Delivered,4375.34,5.78,PayPal,351 Donna Camp Suite 555,752 Robert Road Apt. 759,2024-08-31,2024-09-03
96,26,2024-11-03,Delivered,2161.33,9.98,Credit Card,423 Hood Summit Suite 900,275 Reed Mill Apt. 309,2024-11-03,2024-11-05
97,26,2024-08-15,Delivered,2848.3,7.64,PayPal,2071 Sheri Cove,42840 Bush Roads,2024-08-15,2024-08-17
98,26,2023-10-23,Delivered,1782.24,7.74,PayPal,184 Bailey Spurs,638 Smith Turnpike Suite 579,2023-10-23,2023-10-26
99,26,2024-10-07,Delivered,619.8,10.91,PayPal,367 Anthony Lodge,398 Palmer Passage,2024-10-07,2024-10-11
100,27,2024-02-01,Delivered,1426.72,7.79,Debit Card,42500 Mills Village,75325 Patricia Wells Apt. 747,2024-02-01,2024-02-06
101,27,2024-11-15,Delivered,891.33,17.7,Credit Card,994 Krause Green,24783 William Village,2024-11-15,2024-11-19
102,28,2023-09-27,Delivered,2245.91,10.1,Debit Card,1736 Brandon Turnpike Suite 289,65331 Brown Springs Suite 433,2023-09-27,2023-10-02
103,28,2024-05-14,Delivered,782.15,7.8,PayPal,4863 Gibson Forges,120 Ramirez Coves,2024-05-14,2024-05-15
104,28,2024-05-30,Delivered,3757.25,10.84,Debit Card,169 Michelle Inlet Suite 629,686 Singleton Pass,2024-05-30,2024-05-31
105,28,2024-05-30,Delivered,2127.55,12.95,Credit Card,84518 Mary Fork,0226 Natalie Inlet,2024-05-30,2024-06-03
106,28,2023-09-30,Delivered,2900.94,13.4,Credit Card,16884 Baker Dam,916 Roy Creek,2023-09-30,2023-10-05
107,28,2024-10-27,Delivered,855.76,12.78,Debit Card,43370 Smith Loaf,447 Abigail Field,2024-10-27,2024-10-29
108,28,2023-06-30,Delivered,295.17,14.15,Debit Card,761 Wilson Harbors,95456 Wells Alley Suite 694,2023-06-30,2023-07-02
109,28,2024-03-07,Delivered,626.25,8.36,PayPal,24479 Long Field Suite 015,466 Beth Parkways,2024-03-07,2024-03-12
110,29,2024-05-17,Delivered,1827.28,18.17,Credit Card,497 Chambers Estate,69756 Schultz Isle Suite 739,2024-05-17,2024-05-20
111,30,2024-10-13,Delivered,2462.41,7.47,PayPal,675 Miranda Cape Suite 739,748 Wise Villages Apt. 582,2024-10-13,2024-10-17
112,30,2024-02-02,Delivered,2021.64,9.04,PayPal,33301 Gomez Terrace,65158 Guerrero Views Apt. 400,2024-02-02,2024-02-02
113,30,2024-05-04,Delivered,2040.42,9.4,PayPal,993 Davis Club Suite 623,15112 Schultz Village Apt. 109,2024-05-04,2024-05-05
114,30,2023-09-23,Delivered,1405.61,8.25,Credit Card,79056 Richardson Extension Apt. 050,98704 Melissa Forest,2023-09-23,2023-09-26
115,30,2024-10-05,Delivered,3049.0,15.92,PayPal,0592 Joe Rest,54007 Amber Glen,2024-10-05,2024-10-07
116,30,2023-07-22,Delivered,839.31,5.24,Debit Card,953 Matthew Bypass Suite 186,684 Manning Gardens,2023-07-22,2023-07-22
117,30,2024-03-22,Delivered,1280.55,19.26,PayPal,198 Melissa Underpass,53818 Ramos Lakes,2024-03-22,2024-03-26
118,30,2024-11-28,Delivered,1554.95,19.22,Debit Card,21350 Brittany Lock Apt. 532,5195 Alexis Branch Suite 036,2024-11-28,2024-12-01
119,31,2024-10-25,Delivered,2536.92,5.9,PayPal,2615 Michael Groves,65750 James Burg Apt. 677,2024-10-25,2024-10-25
120,31,2024-01-03,Delivered,4786.5,10.41,PayPal,10722 Cardenas Manors,557 Megan Field,2024-01-03,2024-01-04
121,32,2025-01-11,Pending,2034.69,19.03,PayPal,89752 Andrea Expressway Apt. 150,6027 Smith Loaf,2025-01-11,2025-01-15
122,32,2024-06-29,Delivered,555.57,11.23,Debit Card,3053 Andrea Forest Apt. 760,14830 Turner Ramp Suite 520,2024-06-29,2024-07-02
123,32,2024-03-05,Delivered,3494.34,9.48,PayPal,6407 Roger Crest,38407 Alicia Ferry,2024-03-05,2024-03-09
124,33,2024-10-05,Delivered,3249.85,19.75,Debit Card,1260 Nolan Mountain,63432 Andrews Course Apt. 366,2024-10-05,2024-10-07
125,33,2024-11-18,Delivered,4552.84,19.47,PayPal,7199 Austin Street Suite 380,4647 Debra Turnpike Apt. 088,2024-11-18,2024-11-19
126,33,2024-12-29,Delivered,1774.14,6.93,Credit Card,8167 Huber Crescent,25832 James Stream,2024-12-29,2024-12-29
127,33,2024-11-21,Delivered,964.99,19.78,Credit Card,176 Carpenter Extension Suite 113,1833 Holly Islands Suite 468,2024-11-21,2024-11-21
128,33,2024-05-07,Delivered,4980.14,7.34,Debit Card,5526 Scott Greens,958 Lewis Landing,2024-05-07,2024-05-12
129,33,2024-08-12,Delivered,3196.68,6.09,Credit Card,3562 Matthew Alley Suite 671,16167 Finley Common,2024-08-12,2024-08-14
130,33,2024-09-25,Delivered,669.93,6.04,PayPal,719 Antonio Circle Apt. 750,318 Garcia Alley Suite 719,2024-09-25,2024-09-27
131,33,2024-12-18,Delivered,1460.66,5.51,Debit Card,9853 Adams Pass Suite 598,19376 Scott Forks Suite 927,2024-12-18,2024-12-21
132,33,2024-07-18,Delivered,620.35,15.23,PayPal,43705 Stephen Lane,565 Moore Mill Apt. 769,2024-07-18,2024-07-20
133,33,2025-01-07,Delivered,4510.61,12.87,Debit Card,168 Griffin Lane,9873 Rogers Ridge,2025-01-07,2025-01-12
134,33,2024-12-23,Delivered,1693.22,7.16,Credit Card,6762 Hunt Center Suite 393,70740 Wright Hollow,2024-12-23,2024-12-26
135,33,2024-12-01,Delivered,5385.99,18.48,Credit Card,603 Caldwell Walks,1859 Stacey Terrace,2024-12-01,2024-12-06
136,33,2024-04-19,Delivered,5925.12,6.95,Credit Card,44051 Cynthia Trace Suite 013,2401 Wilson Mews,2024-04-19,2024-04-19
137,33,2025-01-10,Pending,1893.55,17.08,Debit Card,4348 Robinson Island,919 Michael Highway Apt. 824,2025-01-10,2025-01-10
138,33,2024-06-23,Delivered,7423.89,7.86,PayPal,44649 John Union,911 Courtney Mountains Apt. 668,2024-06-23,2024-06-27
139,33,2024-06-02,Delivered,2995.25,5.88,Credit Card,837 Phillips Hills Suite 803,624 Roger Stravenue Suite 210,2024-06-02,2024-06-06
140,33,2024-08-19,Delivered,1520.23,11.23,Credit Card,2765 Anderson Spurs,0668 Kevin Villages Apt. 486,2024-08-19,2024-08-24
141,34,2024-12-24,Delivered,5118.16,11.95,PayPal,78023 Jesse Drives,7905 Tara Road,2024-12-24,2024-12-28
142,34,2024-08-27,Delivered,885.28,14.98,PayPal,93445 Hall Underpass Apt. 826,136 Justin Fall Apt. 639,2024-08-27,2024-08-30
143,34,2024-12-01,Delivered,2784.3,9.81,Debit Card,170 Jeffrey Terrace Apt. 192,98431 Gonzalez Burg Suite 437,2024-12-01,2024-12-03
144,34,2024-12-06,Delivered,5815.23,7.03,Credit Card,59891 Hart Junctions Apt. 830,681 Sheryl Plain Apt. 224,2024-12-06,2024-12-10
145,34,2024-11-29,Delivered,6760.48,10.74,Credit Card,9075 Jennifer Motorway Suite 776,5952 Karen Parkways Suite 618,2024-11-29,2024-12-03
146,34,2024-09-20,Delivered,2502.17,15.77,Credit Card,025 John Ville,67490 Wilkins Alley,2024-09-20,2024-09-23
147,34,2024-09-29,Delivered,8620.53,7.97,PayPal,784 William Plaza,334 Pacheco Camp,2024-09-29,2024-09-30
148,34,2024-09-18,Delivered,4192.42,7.33,Credit Card,534 Madison Road Apt. 572,2773 Simmons Forest,2024-09-18,2024-09-18
149,34,2024-11-22,Delivered,265.78,16.99,Debit Card,7476 Gregory Canyon,2683 Todd Row Apt. 552,2024-11-22,2024-11-22
150,35,2025-01-06,Delivered,3789.04,9.55,Credit Card,0383 Lauren Lodge,838 Jonathan Circle Apt. 377,2025-01-06,2025-01-07
151,35,2024-12-07,Delivered,3049.21,9.88,Debit Card,91479 Derek Ranch Apt. 778,520 Nichols Plains,2024-12-07,2024-12-11
152,35,2024-12-10,Delivered,4642.98,9.8,PayPal,375 Patterson Mountains Apt. 245,86947 Haynes Mission Suite 718,2024-12-10,2024-12-15
153,36,2024-12-13,Delivered,3803.66,11.95,PayPal,59323 Joseph Centers,877 Galvan Rest,2024-12-13,2024-12-14
154,36,2024-01-28,Delivered,1631.99,13.57,Debit Card,02681 Cabrera Mountain,5360 Madison Mount Suite 584,2024-01-28,2024-01-31
155,36,2024-11-25,Delivered,3859.13,15.73,Debit Card,0589 James Ford,340 Vincent Port,2024-11-25,2024-11-28
156,36,2024-01-19,Delivered,414.49,7.8,Credit Card,1858 Jackson Grove,216 Perkins Junction Suite 023,2024-01-19,2024-01-19
157,36,2024-07-05,Delivered,4294.08,8.7,PayPal,05280 Lee Trace Apt. 175,468 Elizabeth Expressway Suite 154,2024-07-05,2024-07-10
158,36,2024-07-03,Delivered,1851.35,7.07,Credit Card,32242 Whitehead Square,3946 Meyer Row Suite 569,2024-07-03,2024-07-04
159,36,2024-04-03,Delivered,1532.78,5.42,Credit Card,7395 Alec Parks Suite 887,46073 Michael Wall,2024-04-03,2024-04-04
160,36,2024-07-22,Delivered,583.75,10.96,Credit Card,86160 Herring Inlet Suite 001,490 Tracy Locks,2024-07-22,2024-07-26
161,36,2024-04-23,Delivered,650.9,7.6,PayPal,03596 Torres Track Apt. 604,73969 Patrick Lights Suite 112,2024-04-23,2024-04-27
162,36,2024-09-24,Delivered,531.24,14.1,PayPal,3639 George Road Suite 915,26005 Lisa Path,2024-09-24,2024-09-28
163,36,2024-10-01,Delivered,3862.69,12.59,Debit Card,47030 Oneill Green Suite 560,81651 Floyd Forks Suite 684,2024-10-01,2024-10-02
164,36,2025-01-06,Delivered,7732.16,16.1,PayPal,5278 Stephens Park,53232 Maldonado Points Suite 329,2025-01-06,2025-01-07
165,37,2024-11-20,Delivered,307.0,14.56,Credit Card,49071 Dawn Causeway Apt. 863,545 Pennington Summit,2024-11-20,2024-11-20
166,37,2024-11-15,Delivered,1340.04,5.26,Credit Card,975 Chambers Drive,2113 Suzanne Road,2024-11-15,2024-11-19
167,37,2025-01-02,Delivered,1143.34,9.81,PayPal,4370 Alexandra Groves,63157 Sanchez Ports,2025-01-02,2025-01-03
168,37,2024-11-16,Delivered,658.55,18.08,Credit Card,17293 Hamilton Locks,17357 Robert Lodge,2024-11-16,2024-11-16
169,37,2024-11-09,Delivered,796.99,14.64,Debit Card,94032 Pineda Road,335 Anne Port Apt. 484,2024-11-09,2024-11-13
170,37,2024-12-04,Delivered,2338.3,14.96,PayPal,3460 Joe Groves,356 Jimenez Place Suite 919,2024-12-04,2024-12-09
171,37,2024-12-25,Delivered,578.21,7.89,Credit Card,52957 Mary Road Apt. 123,23591 Henry Ford Suite 075,2024-12-25,2024-12-29
172,37,2024-12-13,Delivered,357.21,19.88,Debit Card,45631 Curtis Isle Apt. 966,6551 Bryan Fields Suite 044,2024-12-13,2024-12-17
173,38,2024-11-04,Delivered,2324.21,6.39,Credit Card,98967 Renee Rest Apt. 537,17845 Stokes Overpass,2024-11-04,2024-11-09
174,38,2023-11-13,Delivered,1988.72,15.98,Credit Card,15538 Santos Ramp,5219 Raymond Park,2023-11-13,2023-11-18
175,38,2024-09-25,Delivered,1123.64,11.15,Credit Card,1205 Elliott Junction,35779 Cathy Brook,2024-09-25,2024-09-25
176,38,2023-09-11,Delivered,2777.2,6.74,Credit Card,215 Erickson Plain Suite 837,00634 Cheryl Brook,2023-09-11,2023-09-12
177,38,2023-07-24,Delivered,1748.66,6.81,PayPal,633 Carolyn Manor Apt. 644,9856 Daniel Stream Suite 763,2023-07-24,2023-07-25
178,38,2024-05-28,Delivered,3307.1,14.93,Debit Card,05354 Abbott Court Apt. 899,6679 Sarah Course Suite 312,2024-05-28,2024-06-02
179,38,2024-01-17,Delivered,3738.53,5.56,Credit Card,12927 Mandy Point Suite 793,17293 Eric Ridge Apt. 152,2024-01-17,2024-01-21
180,39,2023-12-30,Delivered,3344.8,14.91,Debit Card,6947 Linda Turnpike,9737 Audrey Pass,2023-12-30,2024-01-01
181,39,2024-09-15,Delivered,3593.48,6.55,Debit Card,22257 Edgar Pines Suite 345,98713 Barbara Squares,2024-09-15,2024-09-20
182,39,2024-07-13,Delivered,2042.18,14.38,Credit Card,5001 Nathaniel Corner Apt. 686,878 Michael Centers Suite 137,2024-07-13,2024-07-17
183,39,2024-11-28,Delivered,1349.8,9.9,Debit Card,7722 Kelly Place,304 Estes Branch,2024-11-28,2024-11-30
184,39,2024-07-03,Delivered,2777.6,6.93,Debit Card,5455 Taylor Forks,8535 Scott Port,2024-07-03,2024-07-05
185,40,2024-04-13,Delivered,2968.19,15.82,Credit Card,9778 Glenn Ville,742 Miranda Run Suite 510,2024-04-13,2024-04-14
186,40,2024-11-23,Delivered,3034.08,13.94,Debit Card,55702 Richards Mountain Suite 216,68777 Joel Estate Apt. 128,2024-11-23,2024-11-26
187,41,2024-09-14,Delivered,2343.62,16.65,Credit Card,26816 Tara Center,3059 Ramirez Centers Apt. 109,2024-09-14,2024-09-15
188,41,2024-11-19,Delivered,5689.91,7.86,PayPal,94291 Stephenson Avenue,996 Wendy Cliff Apt. 741,2024-11-19,2024-11-22
189,41,2024-11-27,Delivered,68.8,16.44,Credit Card,51981 Melissa Mews Apt. 270,228 George Ridge,2024-11-27,2024-11-27
190,41,2024-11-15,Delivered,3272.44,19.12,PayPal,4404 Williams Keys Suite 254,804 Medina Views,2024-11-15,2024-11-15
191,41,2024-12-27,Delivered,2510.64,6.85,PayPal,68182 Carrie Rapid Suite 429,5617 Flores Mission Apt. 038,2024-12-27,2024-12-28
192,41,2025-01-14,Processing,6503.12,5.9,Debit Card,1852 Jessica Spurs,905 Gomez Vista Suite 301,2025-01-14,2025-01-14
193,41,2024-12-29,Delivered,2869.42,11.39,Credit Card,0813 Eric Dale Apt. 596,4238 Davis Parks Suite 473,2024-12-29,2024-12-30
194,42,2023-10-16,Delivered,6970.28,17.9,Credit Card,101 Morgan Rapids,597 Hodges Village,2023-10-16,2023-10-21
195,42,2023-06-16,Delivered,5155.14,8.33,Credit Card,337 Williams Inlet,933 Elaine Circles,2023-06-16,2023-06-16
196,42,2023-06-26,Delivered,1817.8,14.24,Debit Card,18701 Michael Tunnel,55518 Crystal Mills,2023-06-26,2023-07-01
