ORDER_ID,CUSTOMER_ID,ORDER_DATE,STATUS,TOTAL_AMOUNT,SHIPPING_COST,PAYMENT_METHOD,SHIPPING_ADDRESS,BILLING_ADDRESS,CREATED_AT,UPDATED_AT,DATA_SOURCE,BATCH_ID,LOADED_AT
4956,917,2024-05-04T00:00:00.000,Delivered,2145.06,12.36,Credit Card,0598 Graves Loaf Suite 877,2041 Kevin Isle,2024-05-04T00:00:00.000,2024-05-04T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4955,917,2024-09-03T00:00:00.000,Delivered,3557.95,16.87,Credit Card,9914 Barber Station,6259 Christine Mews Apt. 177,2024-09-03T00:00:00.000,2024-09-07T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4954,917,2024-10-28T00:00:00.000,Delivered,2399.68,7.17,PayPal,966 Kathryn Hollow Apt. 739,597 Chavez Road Apt. 572,2024-10-28T00:00:00.000,2024-11-02T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4953,917,2024-11-02T00:00:00.000,Delivered,1564.75,8.31,Credit Card,08670 Hartman Fall Suite 915,9007 Robinson Camp Apt. 752,2024-11-02T00:00:00.000,2024-11-04T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4951,917,2024-09-09T00:00:00.000,Delivered,882.88,16.37,Credit Card,5458 Good Spring Suite 228,2946 King Plains Apt. 178,2024-09-09T00:00:00.000,2024-09-09T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
5111,950,2024-07-04T00:00:00.000,Delivered,3962.15,16.64,Debit Card,058 Ellen Islands,93216 Misty Mews Apt. 546,2024-07-04T00:00:00.000,2024-07-05T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4950,916,2024-05-20T00:00:00.000,Delivered,723.59,18.58,PayPal,69752 Smith Trace,8260 Sean Spur Apt. 786,2024-05-20T00:00:00.000,2024-05-20T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4949,916,2024-08-27T00:00:00.000,Delivered,1057.94,16.44,PayPal,3503 Tamara Summit Suite 220,9267 Klein Green Suite 332,2024-08-27T00:00:00.000,2024-08-28T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4948,916,2024-07-22T00:00:00.000,Delivered,4595.63,14.03,Credit Card,206 Jennifer Heights Apt. 105,14843 Gray Stream,2024-07-22T00:00:00.000,2024-07-26T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4947,916,2024-09-19T00:00:00.000,Delivered,2425.15,5.06,PayPal,38909 Davis Brook,666 Webster Shore Suite 405,2024-09-19T00:00:00.000,2024-09-22T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4946,916,2024-10-04T00:00:00.000,Delivered,1305.46,9.17,Credit Card,1574 Moore Springs Suite 432,85319 Williamson Summit Suite 284,2024-10-04T00:00:00.000,2024-10-08T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4945,915,2024-09-15T00:00:00.000,Delivered,1721.45,16.15,PayPal,16291 Chris Walks Apt. 580,56846 Ruiz Extensions,2024-09-15T00:00:00.000,2024-09-16T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4944,915,2024-09-25T00:00:00.000,Delivered,1311.44,7.48,Credit Card,458 Gomez Circles,29381 Gregory Bypass Apt. 686,2024-09-25T00:00:00.000,2024-09-29T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4943,915,2024-10-05T00:00:00.000,Delivered,1120.27,16.4,Debit Card,2181 Thompson Dale Suite 193,06058 Lopez Prairie,2024-10-05T00:00:00.000,2024-10-07T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4942,915,2024-02-25T00:00:00.000,Delivered,630.96,18.98,PayPal,8589 Beverly Rue Suite 857,17709 Mendoza Meadow Apt. 101,2024-02-25T00:00:00.000,2024-02-28T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4941,915,2023-10-19T00:00:00.000,Delivered,1011.18,7.04,Credit Card,789 Samantha Vista,603 Shelia Island,2023-10-19T00:00:00.000,2023-10-20T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4940,914,2024-09-20T00:00:00.000,Delivered,1277.98,6.13,Credit Card,53309 Tammy Orchard,96999 Latasha Court,2024-09-20T00:00:00.000,2024-09-20T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4939,914,2024-07-15T00:00:00.000,Delivered,3022.51,14.15,Credit Card,520 Jordan Mission,7864 Washington Route,2024-07-15T00:00:00.000,2024-07-16T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4965,918,2023-06-14T00:00:00.000,Delivered,4160.33,16.34,Credit Card,308 Thomas Greens,59770 Jose Turnpike Suite 286,2023-06-14T00:00:00.000,2023-06-17T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4966,918,2024-05-03T00:00:00.000,Delivered,1031.43,10.6,Credit Card,187 Michele Island Suite 947,55100 Welch Mountain Suite 907,2024-05-03T00:00:00.000,2024-05-05T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4967,918,2023-08-08T00:00:00.000,Delivered,2069.08,17.75,Debit Card,0272 Cooke Plains,939 John Mountain,2023-08-08T00:00:00.000,2023-08-08T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4968,919,2024-01-04T00:00:00.000,Delivered,859.03,17.53,PayPal,0502 Johnson Shore Suite 370,67195 Patricia Stravenue,2024-01-04T00:00:00.000,2024-01-07T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4993,926,2024-05-24T00:00:00.000,Delivered,5703.41,14.75,PayPal,3726 Courtney Valley,9225 John Valley,2024-05-24T00:00:00.000,2024-05-26T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4992,926,2024-01-11T00:00:00.000,Delivered,1281.18,16.7,Debit Card,9224 Devin Springs,2361 Weiss Curve Apt. 719,2024-01-11T00:00:00.000,2024-01-11T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4991,926,2023-10-28T00:00:00.000,Delivered,5869.1,9.24,PayPal,37690 Parker Ford,681 Berry Parkway Suite 530,2023-10-28T00:00:00.000,2023-10-28T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4990,925,2024-10-08T00:00:00.000,Delivered,331.43,12.88,Credit Card,849 Thomas Harbors,129 Page Cliff,2024-10-08T00:00:00.000,2024-10-11T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4989,925,2024-10-05T00:00:00.000,Delivered,2283.91,15.16,Debit Card,5742 Garcia Club,2291 Garcia Plaza Apt. 621,2024-10-05T00:00:00.000,2024-10-08T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4988,925,2024-11-12T00:00:00.000,Delivered,1041.83,6.1,Debit Card,111 Byrd Forges Suite 419,12398 Oliver Views Apt. 409,2024-11-12T00:00:00.000,2024-11-16T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4987,925,2024-11-14T00:00:00.000,Delivered,1743.27,14.4,Debit Card,530 Rasmussen Ways,64861 Andrew Cliff,2024-11-14T00:00:00.000,2024-11-17T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4986,925,2024-11-20T00:00:00.000,Delivered,3430.99,10.65,PayPal,7849 Jennifer Meadows Suite 273,984 Powell Oval Suite 009,2024-11-20T00:00:00.000,2024-11-21T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4985,924,2023-08-08T00:00:00.000,Delivered,2502.33,16.25,Debit Card,16169 Angela Wells,26141 Brianna Drive,2023-08-08T00:00:00.000,2023-08-08T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4984,923,2024-12-10T00:00:00.000,Processing,5570.05,5.22,Debit Card,039 Eric Square,4718 Shaw Village,2024-12-10T00:00:00.000,2024-12-13T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4983,923,2024-10-12T00:00:00.000,Delivered,2209.38,7.11,Debit Card,13247 Fletcher Flat Apt. 004,54321 Scott Underpass,2024-10-12T00:00:00.000,2024-10-16T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4982,922,2024-11-08T00:00:00.000,Delivered,2815.2,14.87,Debit Card,7009 Kristy Mountain,972 Luna Fort,2024-11-08T00:00:00.000,2024-11-09T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4981,922,2024-12-06T00:00:00.000,Delivered,518.14,13.98,Credit Card,0655 Beth Common,89483 Newman Avenue,2024-12-06T00:00:00.000,2024-12-06T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4980,922,2024-11-07T00:00:00.000,Delivered,4369.04,5.67,Debit Card,133 Jenna Underpass Apt. 151,0823 Cunningham Harbor Apt. 494,2024-11-07T00:00:00.000,2024-11-08T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4979,922,2024-10-16T00:00:00.000,Delivered,2161.7,12.77,Debit Card,21895 Ward Expressway Suite 974,9299 Mcmillan Spur Apt. 900,2024-10-16T00:00:00.000,2024-10-21T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4978,922,2024-10-06T00:00:00.000,Delivered,3340.19,13.82,PayPal,56117 Stephen Park,813 Daniel Junctions,2024-10-06T00:00:00.000,2024-10-06T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4977,922,2024-12-13T00:00:00.000,Pending,2192.57,16.77,Debit Card,2116 Virginia Lodge Suite 975,7873 Joseph Square Suite 651,2024-12-13T00:00:00.000,2024-12-15T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4976,922,2024-10-04T00:00:00.000,Delivered,4277.42,7.38,Credit Card,4580 Holden Villages,803 Taylor Ridge Apt. 930,2024-10-04T00:00:00.000,2024-10-08T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4975,922,2024-11-21T00:00:00.000,Delivered,1749.06,16.88,PayPal,61163 Smith Centers,494 Nicole Plaza,2024-11-21T00:00:00.000,2024-11-23T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4974,922,2024-11-01T00:00:00.000,Delivered,1034.37,11.79,Credit Card,3925 Miller Junctions Suite 575,4658 Valdez Bridge Suite 604,2024-11-01T00:00:00.000,2024-11-06T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4973,921,2023-09-20T00:00:00.000,Delivered,1206.98,14.82,Debit Card,465 Amy Burgs Apt. 756,79815 Alexander Turnpike,2023-09-20T00:00:00.000,2023-09-23T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4972,920,2024-11-16T00:00:00.000,Delivered,3545.98,13.09,Credit Card,77232 Natasha Roads Suite 655,1993 Terry Estates Suite 967,2024-11-16T00:00:00.000,2024-11-21T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4971,920,2024-12-12T00:00:00.000,Shipped,4664.19,12.09,Credit Card,67973 Schmidt Glen Suite 469,8452 Richard Cliff Suite 336,2024-12-12T00:00:00.000,2024-12-16T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4970,920,2024-12-01T00:00:00.000,Delivered,1697.79,8.17,PayPal,848 Janet Hill Suite 186,8206 Raymond Locks Apt. 993,2024-12-01T00:00:00.000,2024-12-05T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4969,919,2024-05-08T00:00:00.000,Delivered,1653.28,16.36,Debit Card,04624 Leon Gateway Apt. 390,8772 Hudson Drive Suite 506,2024-05-08T00:00:00.000,2024-05-13T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4938,914,2024-11-23T00:00:00.000,Delivered,1566.6,9.56,PayPal,4856 Fernandez Walk,073 Tyler River Apt. 546,2024-11-23T00:00:00.000,2024-11-28T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4937,914,2024-11-09T00:00:00.000,Delivered,998.6,14.13,Debit Card,3245 Smith Garden,9323 Dunlap Freeway Apt. 696,2024-11-09T00:00:00.000,2024-11-11T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4936,914,2024-09-21T00:00:00.000,Delivered,3336.99,5.97,PayPal,599 Peterson Green Apt. 684,448 Brown Trail Suite 108,2024-09-21T00:00:00.000,2024-09-25T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4907,907,2024-11-19T00:00:00.000,Delivered,2526.58,13.24,PayPal,1326 Patricia Dale Apt. 092,8564 Nicholas Islands,2024-11-19T00:00:00.000,2024-11-19T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4905,907,2024-11-24T00:00:00.000,Delivered,1981.25,6.56,PayPal,623 Linda Motorway,2073 Louis Mills Suite 793,2024-11-24T00:00:00.000,2024-11-27T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4904,907,2024-12-08T00:00:00.000,Delivered,1847.7,17.82,PayPal,43462 Cunningham Vista Suite 561,79479 Lori Pine,2024-12-08T00:00:00.000,2024-12-13T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4903,906,2024-07-08T00:00:00.000,Delivered,785.22,5.88,Debit Card,86478 Suarez Harbors,7082 Cynthia Glens Suite 119,2024-07-08T00:00:00.000,2024-07-12T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4902,905,2023-10-16T00:00:00.000,Delivered,1385.42,8.3,Credit Card,386 Moyer Island,475 Figueroa Heights Suite 411,2023-10-16T00:00:00.000,2023-10-18T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4901,905,2023-11-15T00:00:00.000,Delivered,2134.17,17.88,PayPal,479 Chen Junction,543 Sarah Junctions Apt. 784,2023-11-15T00:00:00.000,2023-11-19T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4900,905,2023-10-20T00:00:00.000,Delivered,1157.2,19.02,Credit Card,953 Smith Pines Suite 615,11347 Huerta Shoal Apt. 133,2023-10-20T00:00:00.000,2023-10-23T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4899,905,2024-05-27T00:00:00.000,Delivered,1938.14,15.64,Debit Card,30595 Lloyd Flat Suite 620,44201 Dennis Greens Suite 080,2024-05-27T00:00:00.000,2024-05-28T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4898,904,2024-09-22T00:00:00.000,Delivered,1675.58,16.64,Debit Card,777 Hernandez Groves Apt. 514,779 Kayla Trace Apt. 648,2024-09-22T00:00:00.000,2024-09-22T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4897,904,2024-08-29T00:00:00.000,Delivered,2872.67,17.96,Credit Card,49976 Robert Spur,123 Anderson Underpass Apt. 507,2024-08-29T00:00:00.000,2024-08-31T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4896,904,2024-10-20T00:00:00.000,Delivered,2974.85,16.41,PayPal,553 Ryan Station Suite 753,8048 Kevin Path Apt. 553,2024-10-20T00:00:00.000,2024-10-25T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4895,904,2024-12-06T00:00:00.000,Delivered,2923.79,16.28,Debit Card,826 Nancy Road Suite 832,782 Goodman Island,2024-12-06T00:00:00.000,2024-12-08T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4894,904,2024-10-09T00:00:00.000,Delivered,1727.54,5.04,Debit Card,8634 Jessica Plains,7903 Charles Gardens,2024-10-09T00:00:00.000,2024-10-09T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4893,904,2024-11-17T00:00:00.000,Delivered,801.77,12.15,Credit Card,20919 Lindsay Plaza Apt. 557,66751 Carpenter Avenue Apt. 961,2024-11-17T00:00:00.000,2024-11-17T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4892,904,2024-11-30T00:00:00.000,Delivered,641.57,11.87,Credit Card,199 Gay Branch Suite 997,122 Lutz Bypass Suite 883,2024-11-30T00:00:00.000,2024-12-04T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4891,904,2024-10-14T00:00:00.000,Delivered,6473.42,15.42,PayPal,411 Laurie Isle,7328 Gerald Loop Apt. 319,2024-10-14T00:00:00.000,2024-10-16T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4890,904,2024-08-27T00:00:00.000,Delivered,4282.63,19.81,PayPal,6800 Kristen Isle Suite 334,103 Christopher Grove Apt. 305,2024-08-27T00:00:00.000,2024-08-30T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4889,904,2024-09-02T00:00:00.000,Delivered,2016.02,15.75,Credit Card,748 Price Via,1233 Mendoza Terrace,2024-09-02T00:00:00.000,2024-09-02T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4888,903,2024-11-09T00:00:00.000,Delivered,3837.53,15.92,Debit Card,79280 Mullen Square,6704 Kim Camp,2024-11-09T00:00:00.000,2024-11-11T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4887,901,2024-06-20T00:00:00.000,Delivered,6079.48,13.69,Debit Card,88372 Joseph Manors Suite 721,5405 Dunn Summit,2024-06-20T00:00:00.000,2024-06-23T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4886,901,2024-01-05T00:00:00.000,Delivered,3099.46,6.34,Credit Card,338 David Extension Apt. 621,04903 Peters Junction,2024-01-05T00:00:00.000,2024-01-08T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4885,901,2023-08-22T00:00:00.000,Delivered,5287.4,9.81,Credit Card,0003 Myers Falls,838 Edward Spurs Apt. 170,2023-08-22T00:00:00.000,2023-08-22T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4884,901,2024-08-19T00:00:00.000,Delivered,389.48,12.92,Debit Card,182 Jay Forge,0693 Fuller Brooks Apt. 683,2024-08-19T00:00:00.000,2024-08-22T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4883,900,2023-09-06T00:00:00.000,Delivered,1327.06,17.66,Credit Card,44527 Samantha Shoals Apt. 772,8432 Hernandez Neck,2023-09-06T00:00:00.000,2023-09-11T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4882,900,2023-06-28T00:00:00.000,Delivered,2122.41,19.49,PayPal,20225 Sergio Walks Suite 503,840 Joshua Stravenue Suite 561,2023-06-28T00:00:00.000,2023-07-01T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4881,900,2023-12-19T00:00:00.000,Delivered,2841.33,14.49,Debit Card,213 Mary Key Suite 499,8134 Grace Via,2023-12-19T00:00:00.000,2023-12-21T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4906,907,2024-11-19T00:00:00.000,Delivered,915.29,13.52,PayPal,13233 Bryant Square Apt. 198,24330 Jessica Stream,2024-11-19T00:00:00.000,2024-11-24T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4908,907,2024-12-15T00:00:00.000,Pending,3098.54,7.24,PayPal,33126 Lawrence Overpass Apt. 147,2510 Steele Lights Suite 531,2024-12-15T00:00:00.000,2024-12-19T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4935,914,2024-06-21T00:00:00.000,Delivered,258.11,5.5,Credit Card,9865 Phillip Shores Apt. 300,660 Jessica Mountain Suite 358,2024-06-21T00:00:00.000,2024-06-21T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4909,907,2024-12-04T00:00:00.000,Delivered,1252.72,9.66,PayPal,9032 Timothy Prairie,5311 Blackwell Dale Apt. 943,2024-12-04T00:00:00.000,2024-12-08T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4934,914,2024-12-12T00:00:00.000,Shipped,3563.44,19.62,Credit Card,9068 Stephens Ways,1282 Mullen Street Apt. 515,2024-12-12T00:00:00.000,2024-12-14T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4933,913,2024-08-28T00:00:00.000,Delivered,3806.42,5.17,PayPal,8248 Beverly Brook Apt. 781,242 Hamilton Park,2024-08-28T00:00:00.000,2024-09-02T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4932,913,2024-03-09T00:00:00.000,Delivered,5668.95,16.11,Credit Card,58398 Corey Ridge Suite 093,6492 Turner Highway,2024-03-09T00:00:00.000,2024-03-11T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4931,913,2023-12-08T00:00:00.000,Delivered,844.3,19.56,Debit Card,86843 Benson Fords,395 Susan Motorway Suite 616,2023-12-08T00:00:00.000,2023-12-08T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4930,913,2023-11-07T00:00:00.000,Delivered,2914.73,12.15,Debit Card,873 Morris View,386 Martinez Shoal,2023-11-07T00:00:00.000,2023-11-09T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
4929,913,2024-11-29T00:00:00.000,Delivered,3875.79,6.21,PayPal,7190 Brenda Rue,88780 Reilly Port Suite 095,2024-11-29T00:00:00.000,2024-11-29T00:00:00.000,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
