CUSTOMER_ID,EMAIL,FIRST_NAME,LAST_NAME,AGE,GENDER,ANNUAL_INCOME,MARITAL_STATUS,EDUCATION,LOCATION_TYPE,CITY,STATE,COUNTRY,SIGNUP_DATE,LAST_LOGIN,PREFERRED_CHANNEL,IS_ACTIVE,DATA_SOURCE,BATCH_ID,LOADED_AT
1000345,wagnerbrent@example.net,Danielle,Sullivan,39,Other,99779,Widowed,PhD,Suburban,Lake Ianfurt,Minnesota,USA,2024-12-15T10:23:44.104,2024-12-17T10:23:44.104,Email,False,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000346,robert88@example.com,Michael,Murray,28,Other,83478,Single,Some College,Rural,Port Elizabeth,Michigan,USA,2024-12-28T10:23:44.104,2025-01-02T10:23:44.104,Web,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000373,stephaniegonzalez@example.net,Dalton,Gentry,47,F,42338,Single,Bachelor,Suburban,East Jasonburgh,Pennsylvania,USA,2024-12-26T10:23:44.104,2024-12-29T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000372,melissawheeler@example.org,Brittney,Hinton,52,F,43227,Widowed,PhD,Suburban,Alexanderstad,Nevada,USA,2025-01-10T10:23:44.104,2025-01-12T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000371,joshuaking@example.org,William,Carney,35,M,65782,Married,Some College,Urban,North Katie,North Carolina,USA,2024-12-23T10:23:44.104,2024-12-25T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000370,spatterson@example.com,Amy,Black,18,Other,26612,Married,Bachelor,Suburban,Ericfurt,New Hampshire,USA,2024-12-18T10:23:44.104,2024-12-21T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000369,debra85@example.com,David,Walker,69,Other,95431,Divorced,Bachelor,Urban,Solomonmouth,Hawaii,USA,2024-12-31T10:23:44.104,2025-01-01T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000368,forbesjennifer@example.com,Candace,Riley,48,F,94480,Married,Bachelor,Rural,East Joshua,New York,USA,2024-12-19T10:23:44.104,2024-12-22T10:23:44.104,Email,False,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000367,jennifer73@example.net,Shirley,Ross,60,F,79177,Married,High School,Suburban,Darleneland,Illinois,USA,2024-12-25T10:23:44.104,2024-12-27T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000366,smithelizabeth@example.com,Crystal,Tyler,51,M,15000,Divorced,High School,Suburban,Lewisborough,Iowa,USA,2024-12-31T10:23:44.104,2024-12-31T10:23:44.104,Web,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000365,gloriathomas@example.org,Alicia,Vaughn,47,Other,35648,Single,Bachelor,Rural,Kelseyfort,Rhode Island,USA,2025-01-09T10:23:44.104,2025-01-12T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000364,matthewmccoy@example.com,Timothy,Aguilar,36,M,41650,Married,PhD,Rural,South Catherineland,Wisconsin,USA,2025-01-02T10:23:44.104,2025-01-04T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000363,hillsarah@example.org,Michael,Howard,45,F,75427,Married,PhD,Rural,North Jasonchester,Connecticut,USA,2025-01-04T10:23:44.104,2025-01-06T10:23:44.104,Mobile App,False,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000362,archerkenneth@example.com,Kyle,Arnold,47,M,59480,Married,Some College,Rural,Lake Richardchester,Louisiana,USA,2025-01-10T10:23:44.104,2025-01-12T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000361,jwells@example.net,Larry,Boyd,24,Other,87297,Single,PhD,Rural,West Ashley,Pennsylvania,USA,2025-01-09T10:23:44.104,2025-01-11T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000360,portermichelle@example.com,Michael,Green,49,M,15000,Widowed,Bachelor,Suburban,East Lauriehaven,Missouri,USA,2025-01-01T10:23:44.104,2025-01-04T10:23:44.104,Email,False,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000359,stewartstephanie@example.com,Julie,Coleman,39,Other,63291,Divorced,High School,Rural,Mckinneyborough,New Hampshire,USA,2024-12-30T10:23:44.104,2025-01-01T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000358,jon58@example.com,Tricia,Cole,46,F,69509,Divorced,High School,Rural,Port Dianaville,Vermont,USA,2025-01-09T10:23:44.104,2025-01-12T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000357,hperez@example.com,Amy,Schroeder,44,Other,98099,Widowed,Master,Urban,New Tomburgh,Nebraska,USA,2025-01-06T10:23:44.104,2025-01-10T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000356,danieldouglas@example.net,Kelly,Moody,36,M,76974,Married,High School,Suburban,South Jeffreyland,Utah,USA,2024-12-31T10:23:44.104,2025-01-05T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000355,clarkalec@example.org,Shane,Mills,48,F,62098,Divorced,High School,Urban,Riveraview,Connecticut,USA,2024-12-28T10:23:44.104,2025-01-02T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000354,watsonrichard@example.org,Michael,Cook,18,Other,115893,Single,PhD,Suburban,South Patriciaview,Alaska,USA,2025-01-04T10:23:44.104,2025-01-09T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000353,iharding@example.org,Angela,Woodard,25,M,117643,Widowed,Master,Suburban,Jacobport,Minnesota,USA,2024-12-22T10:23:44.104,2024-12-25T10:23:44.104,Web,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000352,kellyashley@example.org,Nicole,Powell,21,M,83180,Married,Bachelor,Urban,Romanhaven,Texas,USA,2024-12-16T10:23:44.104,2024-12-19T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000351,thess@example.org,Austin,Lewis,34,F,22746,Single,Bachelor,Rural,Antonioside,Vermont,USA,2024-12-27T10:23:44.104,2024-12-27T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000350,brendancampbell@example.org,Nicholas,Howe,37,M,96470,Divorced,Master,Urban,Port Andrewmouth,Idaho,USA,2024-12-22T10:23:44.104,2024-12-25T10:23:44.104,Web,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000349,kelly23@example.org,Kathleen,Allison,58,F,59452,Married,Master,Urban,Kennethshire,West Virginia,USA,2025-01-10T10:23:44.104,2025-01-12T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000348,ngallagher@example.net,Christy,Morrison,49,M,27466,Widowed,Some College,Urban,West Martha,Kentucky,USA,2024-12-23T10:23:44.104,2024-12-24T10:23:44.104,Web,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000347,amandakelly@example.net,Michelle,Mendoza,53,F,55713,Single,PhD,Rural,Bryantbury,Maryland,USA,2025-01-01T10:23:44.104,2025-01-03T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000314,april70@example.org,Jade,Ruiz,45,Other,97825,Single,Bachelor,Rural,Campbellmouth,New Jersey,USA,2024-12-16T10:23:44.104,2024-12-17T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000312,lporter@example.com,Jonathan,Gibson,68,Other,49663,Married,Some College,Urban,Lake Jerryburgh,Minnesota,USA,2024-12-21T10:23:44.104,2024-12-22T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
2,lisa88@example.net,Alexandra,Wallace,54,F,110690,Widowed,PhD,Rural,East Emilyville,Rhode Island,USA,2024-07-16T00:00:00.000,2024-08-11T00:00:00.000,Web,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000266,williamjones@example.net,Sara,Ball,44,Other,28669,Widowed,Master,Urban,Bentonside,Arizona,USA,2024-12-27T10:23:44.104,2024-12-27T10:23:44.104,Web,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000279,baileylisa@example.com,Deanna,Thompson,50,M,52370,Single,Bachelor,Rural,Mitchellland,South Carolina,USA,2024-12-20T10:23:44.104,2024-12-22T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000278,rsmith@example.net,Joseph,Harvey,37,F,52023,Married,High School,Suburban,Lake Matthew,Louisiana,USA,2024-12-31T10:23:44.104,2025-01-04T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000277,smcdonald@example.org,David,Faulkner,50,M,52643,Married,Master,Rural,Johntown,Montana,USA,2025-01-09T10:23:44.104,2025-01-12T10:23:44.104,Web,False,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000276,sandra91@example.org,Shelia,Mendez,62,Other,72632,Divorced,Bachelor,Urban,Lake Lisabury,Georgia,USA,2024-12-25T10:23:44.104,2024-12-25T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000275,langashley@example.net,Charles,Perkins,46,Other,60329,Single,Master,Urban,Emilyland,Georgia,USA,2024-12-29T10:23:44.104,2024-12-30T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000274,zacharymatthews@example.net,James,Spence,50,M,46880,Widowed,Master,Suburban,Port Shannonbury,South Dakota,USA,2025-01-05T10:23:44.104,2025-01-08T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000273,qmartinez@example.org,Andrea,Henson,53,Other,58908,Divorced,Master,Suburban,New Heather,Arizona,USA,2024-12-13T10:23:44.104,2024-12-16T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000272,christopher64@example.net,Kathryn,Ramirez,18,Other,41093,Widowed,Master,Suburban,Danielland,Delaware,USA,2025-01-04T10:23:44.104,2025-01-09T10:23:44.104,Mobile App,False,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000271,john28@example.org,Jonathan,Walton,52,Other,108247,Single,Bachelor,Suburban,Julieside,Arkansas,USA,2024-12-30T10:23:44.104,2025-01-03T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000270,robert23@example.net,Victoria,Stevens,57,M,31108,Widowed,Some College,Rural,Turnerfort,Idaho,USA,2024-12-24T10:23:44.104,2024-12-25T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000269,campbelljohn@example.com,Denise,Wood,60,Other,47693,Widowed,High School,Urban,Kevinport,Florida,USA,2025-01-10T10:23:44.104,2025-01-10T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000268,tramos@example.org,Michelle,Morris,32,Other,53463,Widowed,Some College,Rural,Nathanielside,Texas,USA,2024-12-18T10:23:44.104,2024-12-21T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000267,rwilson@example.org,Vernon,Lee,35,Other,66421,Married,High School,Suburban,Donaldbury,Montana,USA,2025-01-12T10:23:44.104,2025-01-12T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000265,daniellewis@example.org,Andrew,Johnson,54,Other,15154,Married,High School,Urban,Jamesborough,Connecticut,USA,2025-01-06T10:23:44.104,2025-01-10T10:23:44.104,Web,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000311,alicehickman@example.org,Anthony,Greene,73,Other,105362,Single,High School,Suburban,Gardnerview,North Carolina,USA,2024-12-28T10:23:44.104,2025-01-02T10:23:44.104,Web,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000264,dawnmarsh@example.com,Erika,Bender,48,F,37870,Married,Bachelor,Urban,South Betty,Maryland,USA,2025-01-07T10:23:44.104,2025-01-11T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000263,liutyler@example.net,Kurt,Mann,20,M,66442,Single,PhD,Urban,Jameston,Arizona,USA,2025-01-01T10:23:44.104,2025-01-05T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000262,kevin23@example.net,Kristy,Horton,33,M,15000,Single,Master,Urban,Wagnermouth,Ohio,USA,2024-12-24T10:23:44.104,2024-12-28T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000261,stevenmontoya@example.com,Jasmine,Ford,35,Other,82117,Married,High School,Rural,Port Nicholas,North Carolina,USA,2024-12-15T10:23:44.104,2024-12-16T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000260,michael02@example.org,Elizabeth,Palmer,19,Other,81300,Single,Bachelor,Suburban,Scottborough,Ohio,USA,2025-01-05T10:23:44.104,2025-01-07T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000259,nicholastran@example.org,Brittany,Ortiz,46,F,87541,Widowed,Bachelor,Urban,Turnerview,Mississippi,USA,2024-12-18T10:23:44.104,2024-12-21T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000258,jholmes@example.org,Nicholas,May,52,M,35673,Divorced,Bachelor,Rural,Shawnchester,Florida,USA,2025-01-06T10:23:44.104,2025-01-09T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000257,justin59@example.org,Katherine,Thomas,36,F,87661,Widowed,Some College,Urban,Deanport,Arizona,USA,2024-12-19T10:23:44.104,2024-12-22T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000256,catherinebrown@example.net,Mario,Norris,41,F,37773,Single,Bachelor,Rural,Port Cynthiastad,Illinois,USA,2025-01-07T10:23:44.104,2025-01-10T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000255,housebrad@example.net,Tonya,Phillips,49,F,63492,Widowed,Bachelor,Urban,Port Sharon,Maryland,USA,2024-12-15T10:23:44.104,2024-12-17T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000254,wjarvis@example.net,Christine,Santiago,45,F,40071,Divorced,High School,Urban,Heatherside,Alaska,USA,2025-01-01T10:23:44.104,2025-01-05T10:23:44.104,Web,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000253,juansmith@example.org,Darlene,Freeman,36,M,39080,Divorced,Master,Suburban,North Carlhaven,Kentucky,USA,2025-01-07T10:23:44.104,2025-01-09T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000252,jasonharris@example.org,Joanne,Robinson,35,Other,50386,Married,Bachelor,Suburban,Charlesview,Illinois,USA,2024-12-31T10:23:44.104,2025-01-05T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000280,reyesbobby@example.com,Kara,Reed,49,F,127262,Married,PhD,Suburban,Port Shelleyton,Virginia,USA,2024-12-16T10:23:44.104,2024-12-16T10:23:44.104,Email,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000281,sandra06@example.org,Sara,Drake,58,M,55219,Divorced,Master,Rural,Graytown,Nebraska,USA,2024-12-13T10:23:44.104,2024-12-18T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000282,zkerr@example.net,April,Doyle,63,Other,52757,Single,High School,Suburban,New Perry,South Carolina,USA,2024-12-16T10:23:44.104,2024-12-21T10:23:44.104,Email,False,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
1000283,pricekimberly@example.org,Kimberly,Knight,18,M,34757,Single,Some College,Urban,North Bobbychester,Georgia,USA,2025-01-08T10:23:44.104,2025-01-08T10:23:44.104,Mobile App,True,historic,0747a54f-d6af-4a36-9c4c-84ee4f511e9f,2025-01-12 10:24:12
