order_id,customer_id,order_date,status,total_amount,shipping_cost,payment_method,shipping_address,billing_address,created_at,updated_at
41000041,1000018,2024-12-24 07:42:22.498875,Delivered,1821.04,7.45,Credit Card,596 Jill Place Apt. 741,686 Dennis Highway Suite 537,2024-12-24 07:42:22.498875,2024-12-25 07:42:22.498875
42000042,1000019,2025-01-05 07:42:22.498875,Delivered,1493.41,17.38,PayPal,530 Michelle Via,2132 Heather Harbors,2025-01-05 07:42:22.498875,2025-01-05 07:42:22.498875
43000043,1000020,2025-01-05 07:42:22.498875,Delivered,870.68,12.44,PayPal,8505 Young Estates,217 Daniel Landing,2025-01-05 07:42:22.498875,2025-01-05 07:42:22.498875
44000044,1000020,2025-01-06 07:42:22.498875,Shipped,8143.84,8.27,Credit Card,5713 Bass Hill Suite 161,9499 Sutton Ports,2025-01-06 07:42:22.498875,2025-01-08 07:42:22.498875
45000045,1000020,2025-01-05 07:42:22.498875,Delivered,3964.98,7.53,PayPal,6867 Kimberly Place,517 Murillo Park Suite 152,2025-01-05 07:42:22.498875,2025-01-06 07:42:22.498875
46000046,1000020,2025-01-05 07:42:22.498875,Delivered,907.49,5.65,PayPal,40496 Brian Pass Apt. 158,986 Mariah Court,2025-01-05 07:42:22.498875,2025-01-05 07:42:22.498875
47000047,1000020,2025-01-05 07:42:22.498875,Delivered,2639.84,11.78,Credit Card,40833 Michelle Islands,9991 Jose Light Suite 706,2025-01-05 07:42:22.498875,2025-01-06 07:42:22.498875
48000048,1000021,2024-12-28 07:42:22.498875,Delivered,864.69,13.01,PayPal,7206 Tate Valleys,753 John Divide Apt. 651,2024-12-28 07:42:22.498875,2024-12-30 07:42:22.498875
49000049,1000021,2024-12-18 07:42:22.498875,Delivered,3153.36,12.49,Credit Card,674 Martinez Station,08759 Davis Motorway Suite 228,2024-12-18 07:42:22.498875,2024-12-18 07:42:22.498875
50000050,1000021,2024-12-23 07:42:22.498875,Delivered,2179.58,6.38,Debit Card,204 Diana Tunnel Apt. 701,847 Macdonald Plains,2024-12-23 07:42:22.498875,2024-12-23 07:42:22.498875
51000051,1000022,2025-01-09 07:42:22.498875,Processing,3112.8,14.42,PayPal,842 Shelia Branch,61135 Mitchell Neck,2025-01-09 07:42:22.498875,2025-01-09 07:42:22.498875
52000052,1000022,2024-12-25 07:42:22.498875,Delivered,2486.93,13.19,Debit Card,069 Cordova Path,1752 Griffin Vista Suite 952,2024-12-25 07:42:22.498875,2024-12-27 07:42:22.498875
53000053,1000022,2024-12-29 07:42:22.498875,Delivered,523.9,8.51,Debit Card,2251 Simpson Viaduct,3437 Avery Square Suite 533,2024-12-29 07:42:22.498875,2024-12-29 07:42:22.498875
54000054,1000022,2024-12-15 07:42:22.498875,Delivered,4306.22,6.72,Debit Card,551 Ronald Trail,2086 Kevin Locks Apt. 686,2024-12-15 07:42:22.498875,2024-12-16 07:42:22.498875
55000055,1000023,2024-12-30 07:42:22.498875,Delivered,5362.24,5.44,PayPal,367 Christine Path,8647 Snyder Meadows,2024-12-30 07:42:22.498875,2025-01-01 07:42:22.498875
56000056,1000023,2024-12-25 07:42:22.498875,Delivered,3915.96,13.17,Debit Card,3706 Hayden Trail,6054 Cook Pine,2024-12-25 07:42:22.498875,2024-12-25 07:42:22.498875
57000057,1000024,2025-01-08 07:42:22.498875,Shipped,42.53,12.17,PayPal,9876 Wheeler Square,37493 Solis Square,2025-01-08 07:42:22.498875,2025-01-09 07:42:22.498875
58000058,1000026,2025-01-05 07:42:22.498875,Delivered,412.75,18.5,Credit Card,438 Bruce Villages,356 Keith Stream Suite 992,2025-01-05 07:42:22.498875,2025-01-06 07:42:22.498875
59000059,1000026,2024-12-19 07:42:22.498875,Delivered,2789.21,5.03,Credit Card,27448 Nancy Track Suite 767,496 Colin Freeway Apt. 287,2024-12-19 07:42:22.498875,2024-12-19 07:42:22.498875
60000060,1000026,2024-12-22 07:42:22.498875,Delivered,602.54,17.61,Debit Card,988 Li Gardens,16809 Jennings Forges,2024-12-22 07:42:22.498875,2024-12-23 07:42:22.498875
61000061,1000026,2025-01-02 07:42:22.498875,Delivered,1110.51,15.11,Debit Card,1841 Oneill Corners Suite 163,0218 Miles Mill,2025-01-02 07:42:22.498875,2025-01-04 07:42:22.498875
62000062,1000027,2025-01-08 07:42:22.498875,Shipped,2149.74,5.22,PayPal,695 Danielle Oval Suite 029,781 Johnson Path,2025-01-08 07:42:22.498875,2025-01-08 07:42:22.498875
63000063,1000027,2025-01-08 07:42:22.498875,Shipped,2183.57,8.97,Debit Card,8290 Chapman Cliffs Apt. 319,71932 Matthews Trail Apt. 634,2025-01-08 07:42:22.498875,2025-01-08 07:42:22.498875
64000064,1000028,2024-12-30 07:42:22.498875,Delivered,2044.75,14.77,Credit Card,27251 Daniel Inlet,5183 Kennedy Groves,2024-12-30 07:42:22.498875,2024-12-31 07:42:22.498875
65000065,1000029,2024-12-30 07:42:22.498875,Delivered,5467.46,10.97,Debit Card,687 Elizabeth Corners,918 Eric Fall,2024-12-30 07:42:22.498875,2024-12-31 07:42:22.498875
66000066,1000030,2025-01-05 07:42:22.498875,Delivered,3389.47,11.45,Debit Card,40449 Michael Prairie,95199 James Spring,2025-01-05 07:42:22.498875,2025-01-05 07:42:22.498875
67000067,1000031,2025-01-12 07:42:22.498875,Pending,1584.57,7.38,Credit Card,93537 Jeremy Lodge,7455 Kimberly Knoll,2025-01-12 07:42:22.498875,2025-01-14 07:42:22.498875
68000068,1000031,2025-01-12 07:42:22.498875,Pending,6758.59,15.94,Debit Card,367 Kim Manor,451 Rowe Mall,2025-01-12 07:42:22.498875,2025-01-14 07:42:22.498875
69000069,1000031,2025-01-12 07:42:22.498875,Pending,1013.57,12.61,Debit Card,9816 James Viaduct,48215 Norman Rue,2025-01-12 07:42:22.498875,2025-01-12 07:42:22.498875
70000070,1000033,2025-01-03 07:42:22.498875,Delivered,1632.56,18.24,Debit Card,022 Zachary Tunnel,196 Deanna Ramp Suite 746,2025-01-03 07:42:22.498875,2025-01-05 07:42:22.498875
71000071,1000033,2025-01-10 07:42:22.498875,Processing,2386.87,14.71,Debit Card,62076 Hunt Harbors,557 John Heights Suite 970,2025-01-10 07:42:22.498875,2025-01-12 07:42:22.498875
72000072,1000033,2024-12-28 07:42:22.498875,Delivered,3060.88,11.87,PayPal,931 Phillips Throughway Apt. 746,7843 Wood Course Suite 253,2024-12-28 07:42:22.498875,2024-12-28 07:42:22.498875
73000073,1000034,2025-01-01 07:42:22.498875,Delivered,1924.1,18.85,PayPal,6736 Durham Corners,801 Obrien Park Apt. 041,2025-01-01 07:42:22.498875,2025-01-02 07:42:22.498875
74000074,1000034,2024-12-29 07:42:22.498875,Delivered,1857.49,7.94,Credit Card,8420 Stafford Glen,7101 Jerry Harbors,2024-12-29 07:42:22.498875,2024-12-31 07:42:22.498875
75000075,1000034,2024-12-29 07:42:22.498875,Delivered,426.19,9.12,Debit Card,010 Philip Island,994 Julie Manor Suite 823,2024-12-29 07:42:22.498875,2024-12-29 07:42:22.498875
76000076,1000035,2025-01-06 07:42:22.498875,Shipped,2588.06,14.42,Debit Card,3768 Ashley Orchard Suite 699,8794 Jill Stream,2025-01-06 07:42:22.498875,2025-01-07 07:42:22.498875
77000077,1000035,2025-01-06 07:42:22.498875,Shipped,6061.63,13.13,Debit Card,9202 Henderson Ranch,16778 Lee Canyon,2025-01-06 07:42:22.498875,2025-01-07 07:42:22.498875
78000078,1000036,2024-12-21 07:42:22.498875,Delivered,2132.23,17.68,Debit Card,35605 Roberson Shores Suite 196,019 Holder Island,2024-12-21 07:42:22.498875,2024-12-23 07:42:22.498875
79000079,1000036,2025-01-06 07:42:22.498875,Shipped,5944.89,12.41,PayPal,09881 Krista Roads Apt. 699,54331 Tonya Valley,2025-01-06 07:42:22.498875,2025-01-08 07:42:22.498875
80000080,1000037,2025-01-07 07:42:22.498875,Shipped,2485.34,15.24,Debit Card,657 Amanda Grove Apt. 814,609 Brett Forest Suite 701,2025-01-07 07:42:22.498875,2025-01-08 07:42:22.498875
81000081,1000038,2024-12-17 07:42:22.498875,Delivered,3806.71,5.45,Debit Card,7134 Ross Junction,2347 Joseph Valley Apt. 983,2024-12-17 07:42:22.498875,2024-12-19 07:42:22.498875
82000082,1000038,2025-01-02 07:42:22.498875,Delivered,3293.65,15.28,Credit Card,569 Brown Unions,197 Mark Viaduct,2025-01-02 07:42:22.498875,2025-01-02 07:42:22.498875
83000083,1000039,2025-01-07 07:42:22.498875,Shipped,2289.71,18.5,PayPal,1508 Ricky Locks,540 Gallegos Island,2025-01-07 07:42:22.498875,2025-01-08 07:42:22.498875
84000084,1000040,2025-01-04 07:42:22.498875,Delivered,2775.94,8.77,Debit Card,8572 Haney Drive,4246 Timothy Ridge Apt. 315,2025-01-04 07:42:22.498875,2025-01-05 07:42:22.498875
85000085,1000040,2025-01-06 07:42:22.498875,Shipped,3978.25,7.11,Debit Card,80193 Maxwell Freeway Suite 071,53188 Lucas Parkway Suite 617,2025-01-06 07:42:22.498875,2025-01-06 07:42:22.498875
86000086,1000040,2024-12-23 07:42:22.498875,Delivered,7628.2,19.27,PayPal,86427 Caitlyn Light Suite 811,9299 Paul Keys Suite 539,2024-12-23 07:42:22.498875,2024-12-24 07:42:22.498875
87000087,1000040,2024-12-22 07:42:22.498875,Delivered,3643.33,18.0,PayPal,175 Mcgee Roads Suite 348,664 Gregory Bridge Apt. 032,2024-12-22 07:42:22.498875,2024-12-22 07:42:22.498875
88000088,1000041,2025-01-04 07:42:22.498875,Delivered,2343.94,6.19,PayPal,33802 Howard Stream Apt. 728,474 Mark Island Apt. 188,2025-01-04 07:42:22.498875,2025-01-04 07:42:22.498875
89000089,1000041,2024-12-26 07:42:22.498875,Delivered,1614.65,16.42,PayPal,93178 Crystal Viaduct,625 Theresa Stravenue Apt. 862,2024-12-26 07:42:22.498875,2024-12-27 07:42:22.498875
90000090,1000041,2025-01-07 07:42:22.498875,Shipped,3575.09,19.53,Debit Card,817 Williams Wells,7787 Christopher Unions Apt. 036,2025-01-07 07:42:22.498875,2025-01-07 07:42:22.498875
91000091,1000042,2025-01-02 07:42:22.498875,Delivered,5377.25,12.95,Debit Card,446 Thompson Village,65418 Dennis Spurs Suite 161,2025-01-02 07:42:22.498875,2025-01-03 07:42:22.498875
92000092,1000042,2025-01-01 07:42:22.498875,Delivered,3834.6,10.49,PayPal,3564 Cody Ford Suite 798,578 Thomas River Apt. 208,2025-01-01 07:42:22.498875,2025-01-03 07:42:22.498875
93000093,1000042,2025-01-02 07:42:22.498875,Delivered,1599.95,5.23,Debit Card,66018 Castro Rapid,69958 Reese Rapid Apt. 311,2025-01-02 07:42:22.498875,2025-01-03 07:42:22.498875
94000094,1000042,2024-12-30 07:42:22.498875,Delivered,3161.08,8.93,Debit Card,074 Wallace Cape,1033 Hunter Spurs Apt. 120,2024-12-30 07:42:22.498875,2024-12-30 07:42:22.498875
95000095,1000042,2024-12-30 07:42:22.498875,Delivered,1534.25,15.13,Credit Card,1994 Steve Pines,09844 Brian Rapids,2024-12-30 07:42:22.498875,2024-12-31 07:42:22.498875
96000096,1000043,2024-12-24 07:42:22.498875,Delivered,143.84,12.26,Credit Card,99280 Donna Springs Apt. 318,182 Jacob Neck,2024-12-24 07:42:22.498875,2024-12-26 07:42:22.498875
97000097,1000043,2024-12-22 07:42:22.498875,Delivered,2538.72,15.57,PayPal,1713 Karina Junction Apt. 894,998 Monica Square Suite 060,2024-12-22 07:42:22.498875,2024-12-22 07:42:22.498875
98000098,1000043,2025-01-10 07:42:22.498875,Processing,715.26,17.58,PayPal,73198 Gray Mountain Apt. 596,7649 Robert Island Suite 038,2025-01-10 07:42:22.498875,2025-01-10 07:42:22.498875
99000099,1000043,2025-01-02 07:42:22.498875,Delivered,3822.17,9.4,Credit Card,5376 Timothy Turnpike,777 George Run,2025-01-02 07:42:22.498875,2025-01-02 07:42:22.498875
100000100,1000043,2024-12-22 07:42:22.498875,Delivered,615.97,7.6,Credit Card,77450 Baker Center Suite 964,49981 Gay Prairie,2024-12-22 07:42:22.498875,2024-12-23 07:42:22.498875
101000101,1000044,2025-01-06 07:42:22.498875,Shipped,1157.65,15.92,Credit Card,395 Margaret Shoal,9076 Herbert Views,2025-01-06 07:42:22.498875,2025-01-07 07:42:22.498875
102000102,1000044,2025-01-06 07:42:22.498875,Shipped,1364.86,17.77,Debit Card,76249 Jenkins Isle,421 Dustin Plaza Suite 710,2025-01-06 07:42:22.498875,2025-01-07 07:42:22.498875
103000103,1000044,2025-01-06 07:42:22.498875,Shipped,2928.69,17.7,Credit Card,00943 Adkins Ranch Suite 988,0966 Melissa Viaduct,2025-01-06 07:42:22.498875,2025-01-07 07:42:22.498875
104000104,1000044,2025-01-06 07:42:22.498875,Shipped,510.95,16.55,PayPal,3349 Barnes Station,267 Fernando Heights,2025-01-06 07:42:22.498875,2025-01-06 07:42:22.498875
105000105,1000044,2025-01-06 07:42:22.498875,Shipped,50.64,10.74,Credit Card,079 Jennifer Forks,38368 Thompson Vista Apt. 727,2025-01-06 07:42:22.498875,2025-01-08 07:42:22.498875
106000106,1000045,2024-12-25 07:42:22.498875,Delivered,2952.88,12.86,Debit Card,27371 Moore Falls,60083 Hickman Mission Suite 718,2024-12-25 07:42:22.498875,2024-12-25 07:42:22.498875
107000107,1000045,2024-12-20 07:42:22.498875,Delivered,2755.05,12.17,Credit Card,07603 Smith Course Apt. 325,85421 Rodriguez Parkway,2024-12-20 07:42:22.498875,2024-12-20 07:42:22.498875
108000108,1000046,2024-12-22 07:42:22.498875,Delivered,2829.07,12.71,PayPal,420 Cody Mill Apt. 907,419 Thompson Ports,2024-12-22 07:42:22.498875,2024-12-24 07:42:22.498875
109000109,1000046,2024-12-22 07:42:22.498875,Delivered,999.1,18.69,PayPal,0803 Sarah Club,098 Johnson Ranch,2024-12-22 07:42:22.498875,2024-12-24 07:42:22.498875
110000110,1000046,2024-12-27 07:42:22.498875,Delivered,3943.97,11.23,PayPal,5331 Tracy Street,262 Gallagher Forges Suite 341,2024-12-27 07:42:22.498875,2024-12-27 07:42:22.498875
111000111,1000046,2025-01-08 07:42:22.498875,Shipped,5379.73,12.39,Debit Card,44618 Casey Common Apt. 975,962 Austin Stravenue,2025-01-08 07:42:22.498875,2025-01-09 07:42:22.498875
112000112,1000047,2025-01-12 07:42:22.498875,Pending,5020.21,14.48,PayPal,345 Miller Fort,0805 Garza Land,2025-01-12 07:42:22.498875,2025-01-13 07:42:22.498875
113000113,1000047,2025-01-12 07:42:22.498875,Pending,4239.42,15.69,Debit Card,137 Kevin Manors,70225 Perez Rapid,2025-01-12 07:42:22.498875,2025-01-12 07:42:22.498875
114000114,1000047,2025-01-12 07:42:22.498875,Pending,635.95,19.37,Debit Card,613 Brandi Island,171 David Mall,2025-01-12 07:42:22.498875,2025-01-13 07:42:22.498875
115000115,1000048,2025-01-05 07:42:22.498875,Delivered,2103.73,5.38,Credit Card,7914 Ward Inlet Apt. 289,1775 Patton Points,2025-01-05 07:42:22.498875,2025-01-06 07:42:22.498875
116000116,1000048,2025-01-05 07:42:22.498875,Delivered,3152.85,14.59,Debit Card,668 Kathleen Hills Suite 704,50127 Tammy Squares,2025-01-05 07:42:22.498875,2025-01-05 07:42:22.498875
117000117,1000048,2025-01-05 07:42:22.498875,Delivered,591.31,9.89,Credit Card,0946 Peterson Stravenue Apt. 923,9653 Maria Fort Suite 764,2025-01-05 07:42:22.498875,2025-01-05 07:42:22.498875
118000118,1000049,2025-01-12 07:42:22.498875,Pending,6193.64,9.86,Debit Card,46744 Dustin Harbors,70843 Dawn Prairie,2025-01-12 07:42:22.498875,2025-01-13 07:42:22.498875
119000119,1000049,2024-12-26 07:42:22.498875,Delivered,3209.68,16.07,Debit Card,3425 Oliver Stream,64953 Erika Pines,2024-12-26 07:42:22.498875,2024-12-28 07:42:22.498875
120000120,1000050,2025-01-02 07:42:22.498875,Delivered,3264.55,10.75,Debit Card,639 Love Land,7330 Matthew Ways Apt. 501,2025-01-02 07:42:22.498875,2025-01-03 07:42:22.498875
121000121,1000051,2025-01-08 07:42:22.498875,Shipped,913.95,12.49,PayPal,632 Joseph Parkway Apt. 761,3950 Scott Corners Apt. 314,2025-01-08 07:42:22.498875,2025-01-09 07:42:22.498875
122000122,1000051,2024-12-27 07:42:22.498875,Delivered,2275.5,14.56,PayPal,41288 Matthew Field Apt. 515,8459 Williams Garden,2024-12-27 07:42:22.498875,2024-12-29 07:42:22.498875
123000123,1000051,2024-12-30 07:42:22.498875,Delivered,3894.9,7.25,Debit Card,4509 Black Lock Apt. 625,4518 Jensen Ways Apt. 702,2024-12-30 07:42:22.498875,2025-01-01 07:42:22.498875
124000124,1000052,2025-01-07 07:42:22.498875,Shipped,1803.85,18.79,Credit Card,035 Gibbs Bridge,02841 Stanley Trail,2025-01-07 07:42:22.498875,2025-01-09 07:42:22.498875
125000125,1000052,2025-01-06 07:42:22.498875,Shipped,3985.32,17.08,Credit Card,09079 Ochoa River Suite 897,96791 Angela Square Suite 523,2025-01-06 07:42:22.498875,2025-01-08 07:42:22.498875
126000126,1000054,2025-01-08 07:42:22.498875,Shipped,3484.1,7.86,Debit Card,46217 Brown View Apt. 053,261 Webb Forge Suite 969,2025-01-08 07:42:22.498875,2025-01-08 07:42:22.498875
127000127,1000054,2025-01-08 07:42:22.498875,Shipped,718.33,9.57,Credit Card,895 Jennifer Tunnel Apt. 167,039 Pamela Prairie Suite 994,2025-01-08 07:42:22.498875,2025-01-09 07:42:22.498875
128000128,1000055,2025-01-03 07:42:22.498875,Delivered,2663.43,5.12,PayPal,83163 Guerrero Freeway,112 Wagner Shoals Suite 333,2025-01-03 07:42:22.498875,2025-01-04 07:42:22.498875
129000129,1000055,2025-01-03 07:42:22.498875,Delivered,2547.29,7.4,Debit Card,82444 David Freeway Suite 102,840 Ryan Center Suite 061,2025-01-03 07:42:22.498875,2025-01-04 07:42:22.498875
130000130,1000056,2025-01-10 07:42:22.498875,Processing,2114.79,5.36,PayPal,430 Richard Ferry,916 Mary Forest,2025-01-10 07:42:22.498875,2025-01-12 07:42:22.498875
131000131,1000057,2024-12-24 07:42:22.498875,Delivered,2732.07,6.31,PayPal,68975 Dustin Center Apt. 839,578 Randy Summit Apt. 336,2024-12-24 07:42:22.498875,2024-12-25 07:42:22.498875
132000132,1000057,2025-01-02 07:42:22.498875,Delivered,2975.36,8.91,PayPal,16431 Whitaker Wells,462 Heather Drives,2025-01-02 07:42:22.498875,2025-01-03 07:42:22.498875
133000133,1000058,2025-01-08 07:42:22.498875,Shipped,2184.22,10.68,Credit Card,222 Morgan Dam,376 Christina Brooks Suite 151,2025-01-08 07:42:22.498875,2025-01-10 07:42:22.498875
134000134,1000058,2025-01-10 07:42:22.498875,Processing,4739.07,12.66,PayPal,505 Nancy Village,30538 Smith Groves Apt. 285,2025-01-10 07:42:22.498875,2025-01-11 07:42:22.498875
135000135,1000058,2024-12-28 07:42:22.498875,Delivered,1329.52,14.87,Credit Card,388 Morse Oval,8927 Thomas Row Suite 555,2024-12-28 07:42:22.498875,2024-12-29 07:42:22.498875
136000136,1000059,2025-01-11 07:42:22.498875,Pending,3518.19,13.24,Credit Card,462 Watson Trafficway Apt. 700,010 Alexander Trafficway,2025-01-11 07:42:22.498875,2025-01-13 07:42:22.498875
137000137,1000059,2024-12-28 07:42:22.498875,Delivered,4030.34,7.63,Debit Card,394 Bryant Villages,834 Rios Place,2024-12-28 07:42:22.498875,2024-12-30 07:42:22.498875
